"Town","FIPS","Year","Allegation Type","Report Status","Measure Type","Variable","Value","Region","Category"
"Bethel",900104720,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",157,"Western Region","Neglect"
"Bethel",900104720,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",17,"Western Region","Neglect"
"Bethel",900104720,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",10.83,"Western Region","Neglect"
"Bethel",900104720,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Bethel",900104720,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Bethel",900104720,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Bethlehem",900504930,2017,"All","Alleged","Number","Child Abuse and Neglect",49,"Western Region","All"
"Bethlehem",900504930,2017,"All","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","All"
"Bethlehem",900504930,2017,"All","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","All"
"Bethlehem",900504930,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Bethlehem",900504930,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Bethlehem",900504930,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Bethlehem",900504930,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",12,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Bethlehem",900504930,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Bethlehem",900504930,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Bethlehem",900504930,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Bethlehem",900504930,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Bethlehem",900504930,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Bethlehem",900504930,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Bethlehem",900504930,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",30,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Bethlehem",900504930,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Bethlehem",900504930,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Bethlehem",900504930,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Bloomfield",900305910,2017,"All","Alleged","Number","Child Abuse and Neglect",310,"North Central Region","All"
"Bloomfield",900305910,2017,"All","Substantiated","Number","Child Abuse and Neglect",15,"North Central Region","All"
"Bloomfield",900305910,2017,"All","Substantiated","Rate","Child Abuse and Neglect",4.84,"North Central Region","All"
"Bloomfield",900305910,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bloomfield",900305910,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bloomfield",900305910,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bloomfield",900305910,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",35,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bloomfield",900305910,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bloomfield",900305910,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bloomfield",900305910,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",49,"North Central Region","Abuse"
"Bloomfield",900305910,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bloomfield",900305910,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bloomfield",900305910,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",200,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bloomfield",900305910,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bloomfield",900305910,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bloomfield",900305910,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bolton",901306260,2017,"All","Alleged","Number","Child Abuse and Neglect",46,"North Central Region","All"
"Bolton",901306260,2017,"All","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","All"
"Bolton",901306260,2017,"All","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","All"
"Bolton",901306260,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bolton",901306260,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bolton",901306260,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bolton",901306260,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bolton",901306260,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bolton",901306260,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Bolton",901306260,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bolton",901306260,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bolton",901306260,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bolton",901306260,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",31,"North Central Region","Neglect"
"Bolton",901306260,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Bolton",901306260,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bolton",901306260,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bolton",901306260,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Bozrah",901106820,2017,"All","Alleged","Number","Child Abuse and Neglect",39,"Eastern Region","All"
"Bozrah",901106820,2017,"All","Substantiated","Number","Child Abuse and Neglect",12,"Eastern Region","All"
"Bozrah",901106820,2017,"All","Substantiated","Rate","Child Abuse and Neglect",30.77,"Eastern Region","All"
"Bozrah",901106820,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Bozrah",901106820,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Bozrah",901106820,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Bozrah",901106820,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",11,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Bozrah",901106820,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Bozrah",901106820,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Bozrah",901106820,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Bozrah",901106820,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Bozrah",901106820,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Bozrah",901106820,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",21,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Bozrah",901106820,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Bozrah",901106820,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Bozrah",901106820,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Branford",900907310,2017,"All","Alleged","Number","Child Abuse and Neglect",327,"South Central Region","All"
"Branford",900907310,2017,"All","Substantiated","Number","Child Abuse and Neglect",51,"South Central Region","All"
"Branford",900907310,2017,"All","Substantiated","Rate","Child Abuse and Neglect",15.6,"South Central Region","All"
"Branford",900907310,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"South Central Region","Risk"
"Branford",900907310,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"South Central Region","Risk"
"Branford",900907310,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"South Central Region","Risk"
"Branford",900907310,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"South Central Region","Neglect"
"Branford",900907310,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"South Central Region","Neglect"
"Branford",900907310,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"South Central Region","Neglect"
"Branford",900907310,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",75,"South Central Region","Neglect"
"Branford",900907310,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",13,"South Central Region","Neglect"
"Branford",900907310,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",17.33,"South Central Region","Neglect"
"Branford",900907310,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"South Central Region","Risk"
