"District","FIPS","Year","Incident Type","Variable","Measure Type","Value","R#","Region"
"Andover School District",NA,"2015-2016","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2015-2016","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2015-2016","Fighting and Battery","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2015-2016","Property Damage","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2015-2016","Weapons","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2016-2017","School Policy Violations","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2016-2017","Fighting and Battery","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2016-2017","Property Damage","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2016-2017","Weapons","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2013-2014","School Policy Violations","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2013-2014","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2013-2014","Personally Threatening Behavior","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2013-2014","Fighting and Battery","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2013-2014","Property Damage","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2013-2014","Weapons","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",-6666,4,"North Central"
"Andover School District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2010-2011","School Policy Violations","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2010-2011","Fighting and Battery","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2010-2011","Property Damage","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2010-2011","Weapons","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2011-2012","School Policy Violations","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2011-2012","Fighting and Battery","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2011-2012","Property Damage","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2011-2012","Weapons","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2012-2013","School Policy Violations","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2012-2013","Fighting and Battery","Incidents","Number",-9999,4,"North Central"
"Andover School District",NA,"2012-2013","Property Damage","Incidents","Number",0,4,"North Central"
"Andover School District",NA,"2012-2013","Weapons","Incidents","Number",0,4,"North Central"
"Ansonia School District",900901220,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0,2,"South Central"
"Ansonia School District",900901220,"2009-2010","School Policy Violations","Incidents","Number",792,2,"South Central"
"Ansonia School District",900901220,"2009-2010","Sexually Related Behavior","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2009-2010","Personally Threatening Behavior","Incidents","Number",33,2,"South Central"
"Ansonia School District",900901220,"2009-2010","Theft Related Behaviors","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",42,2,"South Central"
"Ansonia School District",900901220,"2009-2010","Fighting and Battery","Incidents","Number",40,2,"South Central"
"Ansonia School District",900901220,"2009-2010","Property Damage","Incidents","Number",9,2,"South Central"
"Ansonia School District",900901220,"2009-2010","Weapons","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",7,2,"South Central"
"Ansonia School District",900901220,"2013-2014","Weapons","Incidents","Number",6,2,"South Central"
"Ansonia School District",900901220,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",19,2,"South Central"
"Ansonia School District",900901220,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2010-2011","School Policy Violations","Incidents","Number",591,2,"South Central"
"Ansonia School District",900901220,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2010-2011","Personally Threatening Behavior","Incidents","Number",10,2,"South Central"
"Ansonia School District",900901220,"2010-2011","Theft Related Behaviors","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",49,2,"South Central"
"Ansonia School District",900901220,"2010-2011","Fighting and Battery","Incidents","Number",49,2,"South Central"
"Ansonia School District",900901220,"2010-2011","Property Damage","Incidents","Number",6,2,"South Central"
"Ansonia School District",900901220,"2010-2011","Weapons","Incidents","Number",6,2,"South Central"
"Ansonia School District",900901220,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0,2,"South Central"
"Ansonia School District",900901220,"2011-2012","School Policy Violations","Incidents","Number",558,2,"South Central"
"Ansonia School District",900901220,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2011-2012","Personally Threatening Behavior","Incidents","Number",18,2,"South Central"
"Ansonia School District",900901220,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",35,2,"South Central"
"Ansonia School District",900901220,"2011-2012","Fighting and Battery","Incidents","Number",29,2,"South Central"
"Ansonia School District",900901220,"2011-2012","Property Damage","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2011-2012","Weapons","Incidents","Number",10,2,"South Central"
"Ansonia School District",900901220,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2012-2013","Violent Crimes Against Persons","Incidents","Number",6,2,"South Central"
"Ansonia School District",900901220,"2012-2013","School Policy Violations","Incidents","Number",472,2,"South Central"
"Ansonia School District",900901220,"2012-2013","Sexually Related Behavior","Incidents","Number",0,2,"South Central"
"Ansonia School District",900901220,"2012-2013","Personally Threatening Behavior","Incidents","Number",22,2,"South Central"
"Ansonia School District",900901220,"2012-2013","Theft Related Behaviors","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",29,2,"South Central"
"Ansonia School District",900901220,"2012-2013","Fighting and Battery","Incidents","Number",88,2,"South Central"
"Ansonia School District",900901220,"2012-2013","Property Damage","Incidents","Number",10,2,"South Central"
"Ansonia School District",900901220,"2012-2013","Weapons","Incidents","Number",6,2,"South Central"
"Ansonia School District",900901220,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",16,2,"South Central"
"Ansonia School District",900901220,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0,2,"South Central"
"Ansonia School District",900901220,"2013-2014","School Policy Violations","Incidents","Number",378,2,"South Central"
"Ansonia School District",900901220,"2013-2014","Sexually Related Behavior","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2013-2014","Personally Threatening Behavior","Incidents","Number",30,2,"South Central"
"Ansonia School District",900901220,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",19,2,"South Central"
"Ansonia School District",900901220,"2013-2014","Fighting and Battery","Incidents","Number",62,2,"South Central"
"Ansonia School District",900901220,"2013-2014","Property Damage","Incidents","Number",12,2,"South Central"
"Ansonia School District",900901220,"2015-2016","School Policy Violations","Incidents","Number",202,2,"South Central"
"Ansonia School District",900901220,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999,2,"South Central"
"Ansonia School District",900901220,"2014-2015","School Policy Violations","Incidents","Number",168,2,"South Central"
"Ansonia School District",900901220,"2014-2015","Sexually Related Behavior","Incidents","Number",7,2,"South Central"
"Ansonia School District",900901220,"2014-2015","Personally Threatening Behavior","Incidents","Number",26,2,"South Central"
"Ansonia School District",900901220,"2014-2015","Theft Related Behaviors","Incidents","Number",-9999,2,"South Central"
