"District","FIPS","Year","Incident Type","Variable","Measure Type","Value"
"Andover School District",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Ansonia School District",900901220,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0
"Ansonia School District",900901220,"2009-2010","School Policy Violations","Incidents","Number",792
"Ansonia School District",900901220,"2009-2010","Sexually Related Behavior","Incidents","Number",-9999
"Ansonia School District",900901220,"2009-2010","Personally Threatening Behavior","Incidents","Number",33
"Ansonia School District",900901220,"2009-2010","Theft Related Behaviors","Incidents","Number",-9999
"Ansonia School District",900901220,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",42
"Ansonia School District",900901220,"2009-2010","Fighting and Battery","Incidents","Number",40
"Ansonia School District",900901220,"2009-2010","Property Damage","Incidents","Number",9
"Ansonia School District",900901220,"2009-2010","Weapons","Incidents","Number",-9999
"Ansonia School District",900901220,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",7
"Ansonia School District",900901220,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999
"Ansonia School District",900901220,"2010-2011","School Policy Violations","Incidents","Number",591
"Ansonia School District",900901220,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999
"Ansonia School District",900901220,"2010-2011","Personally Threatening Behavior","Incidents","Number",10
"Ansonia School District",900901220,"2010-2011","Theft Related Behaviors","Incidents","Number",-9999
"Ansonia School District",900901220,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",49
"Ansonia School District",900901220,"2010-2011","Fighting and Battery","Incidents","Number",49
"Ansonia School District",900901220,"2010-2011","Property Damage","Incidents","Number",6
"Ansonia School District",900901220,"2010-2011","Weapons","Incidents","Number",6
"Ansonia School District",900901220,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Ansonia School District",900901220,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0
"Ansonia School District",900901220,"2011-2012","School Policy Violations","Incidents","Number",558
"Ansonia School District",900901220,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999
"Ansonia School District",900901220,"2011-2012","Personally Threatening Behavior","Incidents","Number",18
"Ansonia School District",900901220,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999
"Ansonia School District",900901220,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",35
"Ansonia School District",900901220,"2011-2012","Fighting and Battery","Incidents","Number",29
"Ansonia School District",900901220,"2011-2012","Property Damage","Incidents","Number",-9999
"Ansonia School District",900901220,"2011-2012","Weapons","Incidents","Number",10
"Ansonia School District",900901220,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Ansonia School District",900901220,"2012-2013","Violent Crimes Against Persons","Incidents","Number",6
"Ansonia School District",900901220,"2012-2013","School Policy Violations","Incidents","Number",472
"Ansonia School District",900901220,"2012-2013","Sexually Related Behavior","Incidents","Number",0
"Ansonia School District",900901220,"2012-2013","Personally Threatening Behavior","Incidents","Number",22
"Ansonia School District",900901220,"2012-2013","Theft Related Behaviors","Incidents","Number",-9999
"Ansonia School District",900901220,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",29
"Ansonia School District",900901220,"2012-2013","Fighting and Battery","Incidents","Number",88
"Ansonia School District",900901220,"2012-2013","Property Damage","Incidents","Number",10
"Ansonia School District",900901220,"2012-2013","Weapons","Incidents","Number",6
"Ansonia School District",900901220,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",16
"Ansonia School District",900901220,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0
"Ansonia School District",900901220,"2013-2014","School Policy Violations","Incidents","Number",378
"Ansonia School District",900901220,"2013-2014","Sexually Related Behavior","Incidents","Number",-9999
"Ansonia School District",900901220,"2013-2014","Personally Threatening Behavior","Incidents","Number",30
"Ansonia School District",900901220,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999
"Ansonia School District",900901220,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",19
"Ansonia School District",900901220,"2013-2014","Fighting and Battery","Incidents","Number",62
"Ansonia School District",900901220,"2013-2014","Property Damage","Incidents","Number",12
"Ansonia School District",900901220,"2013-2014","Weapons","Incidents","Number",6
"Ansonia School District",900901220,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",19
"Ansonia School District",900901220,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999
"Ansonia School District",900901220,"2014-2015","School Policy Violations","Incidents","Number",168
"Ansonia School District",900901220,"2014-2015","Sexually Related Behavior","Incidents","Number",7
"Ansonia School District",900901220,"2014-2015","Personally Threatening Behavior","Incidents","Number",26
"Ansonia School District",900901220,"2014-2015","Theft Related Behaviors","Incidents","Number",-9999
"Ansonia School District",900901220,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",15
"Ansonia School District",900901220,"2014-2015","Fighting and Battery","Incidents","Number",59
"Ansonia School District",900901220,"2014-2015","Property Damage","Incidents","Number",13
"Ansonia School District",900901220,"2014-2015","Weapons","Incidents","Number",-9999
"Ansonia School District",900901220,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",6
"Ansonia School District",900901220,"2015-2016","Violent Crimes Against Persons","Incidents","Number",-9999
"Ansonia School District",900901220,"2015-2016","School Policy Violations","Incidents","Number",202
"Ansonia School District",900901220,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999
"Ansonia School District",900901220,"2015-2016","Personally Threatening Behavior","Incidents","Number",38
"Ansonia School District",900901220,"2015-2016","Theft Related Behaviors","Incidents","Number",-9999
"Ansonia School District",900901220,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",42
"Ansonia School District",900901220,"2015-2016","Fighting and Battery","Incidents","Number",65
"Ansonia School District",900901220,"2015-2016","Property Damage","Incidents","Number",-9999
"Ansonia School District",900901220,"2015-2016","Weapons","Incidents","Number",-9999
"Ansonia School District",900901220,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",6
"Ansonia School District",900901220,"2016-2017","Violent Crimes Against Persons","Incidents","Number",-9999
"Ansonia School District",900901220,"2016-2017","School Policy Violations","Incidents","Number",422
"Ansonia School District",900901220,"2016-2017","Sexually Related Behavior","Incidents","Number",0
"Ansonia School District",900901220,"2016-2017","Personally Threatening Behavior","Incidents","Number",42
"Ansonia School District",900901220,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999
"Ansonia School District",900901220,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",35
"Ansonia School District",900901220,"2016-2017","Fighting and Battery","Incidents","Number",63
"Ansonia School District",900901220,"2016-2017","Property Damage","Incidents","Number",-9999
"Ansonia School District",900901220,"2016-2017","Weapons","Incidents","Number",6
"Ansonia School District",900901220,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",-9999
"Area Cooperative Educational Services",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-9999
"Area Cooperative Educational Services",NA,"2009-2010","School Policy Violations","Incidents","Number",454
"Area Cooperative Educational Services",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",10
"Area Cooperative Educational Services",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",92
"Area Cooperative Educational Services",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",23
"Area Cooperative Educational Services",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",199
"Area Cooperative Educational Services",NA,"2009-2010","Fighting and Battery","Incidents","Number",199
"Area Cooperative Educational Services",NA,"2009-2010","Property Damage","Incidents","Number",31
"Area Cooperative Educational Services",NA,"2009-2010","Weapons","Incidents","Number",18
"Area Cooperative Educational Services",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",17
"Area Cooperative Educational Services",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999
"Area Cooperative Educational Services",NA,"2010-2011","School Policy Violations","Incidents","Number",210
"Area Cooperative Educational Services",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",12
"Area Cooperative Educational Services",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",62
"Area Cooperative Educational Services",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",15
"Area Cooperative Educational Services",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",182
"Area Cooperative Educational Services",NA,"2010-2011","Fighting and Battery","Incidents","Number",171
"Area Cooperative Educational Services",NA,"2010-2011","Property Damage","Incidents","Number",17
"Area Cooperative Educational Services",NA,"2010-2011","Weapons","Incidents","Number",14
"Area Cooperative Educational Services",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",12
"Area Cooperative Educational Services",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",-9999
"Area Cooperative Educational Services",NA,"2011-2012","School Policy Violations","Incidents","Number",153
"Area Cooperative Educational Services",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",8
"Area Cooperative Educational Services",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",56
"Area Cooperative Educational Services",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",9
"Area Cooperative Educational Services",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",195
"Area Cooperative Educational Services",NA,"2011-2012","Fighting and Battery","Incidents","Number",185
"Area Cooperative Educational Services",NA,"2011-2012","Property Damage","Incidents","Number",15
"Area Cooperative Educational Services",NA,"2011-2012","Weapons","Incidents","Number",8
"Area Cooperative Educational Services",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",10
"Area Cooperative Educational Services",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0
"Area Cooperative Educational Services",NA,"2012-2013","School Policy Violations","Incidents","Number",178
"Area Cooperative Educational Services",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",14
"Area Cooperative Educational Services",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",69
"Area Cooperative Educational Services",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",-9999
"Area Cooperative Educational Services",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",118
"Area Cooperative Educational Services",NA,"2012-2013","Fighting and Battery","Incidents","Number",158
"Area Cooperative Educational Services",NA,"2012-2013","Property Damage","Incidents","Number",14
"Area Cooperative Educational Services",NA,"2012-2013","Weapons","Incidents","Number",10
"Area Cooperative Educational Services",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",13
