"Town","FIPS","Year","Measure Type","Variable","Value","Region"
"Old Saybrook",900757320,"2010-2014","Crude Rate (per 100,000)","Deaths",13.67,"Eastern Region"
"Old Saybrook",900757320,"2010-2014","Number","Deaths",7,"Eastern Region"
"Orange",900957600,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Orange",900957600,"2006-2010","Crude Rate (per 100,000)","Deaths",13.01,"South Central Region"
"Orange",900957600,"2006-2010","Number","Deaths",9,"South Central Region"
"Orange",900957600,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Orange",900957600,"2007-2011","Crude Rate (per 100,000)","Deaths",11.52,"South Central Region"
"Orange",900957600,"2007-2011","Number","Deaths",8,"South Central Region"
"Orange",900957600,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Orange",900957600,"2008-2012","Crude Rate (per 100,000)","Deaths",10.03,"South Central Region"
"Orange",900957600,"2008-2012","Number","Deaths",7,"South Central Region"
"Orange",900957600,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Orange",900957600,"2010-2014","Crude Rate (per 100,000)","Deaths",7.17,"South Central Region"
"Orange",900957600,"2010-2014","Number","Deaths",5,"South Central Region"
"Oxford",900958300,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Oxford",900958300,"2006-2010","Crude Rate (per 100,000)","Deaths",13.12,"Western Region"
"Oxford",900958300,"2006-2010","Number","Deaths",8,"Western Region"
"Oxford",900958300,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Oxford",900958300,"2007-2011","Crude Rate (per 100,000)","Deaths",11.3,"Western Region"
"Oxford",900958300,"2007-2011","Number","Deaths",7,"Western Region"
"Oxford",900958300,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Oxford",900958300,"2008-2012","Crude Rate (per 100,000)","Deaths",12.62,"Western Region"
"Oxford",900958300,"2008-2012","Number","Deaths",8,"Western Region"
"Oxford",900958300,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Oxford",900958300,"2010-2014","Crude Rate (per 100,000)","Deaths",6.26,"Western Region"
"Oxford",900958300,"2010-2014","Number","Deaths",4,"Western Region"
"Plainfield",901559980,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Plainfield",901559980,"2006-2010","Crude Rate (per 100,000)","Deaths",10.4,"Eastern Region"
"Plainfield",901559980,"2006-2010","Number","Deaths",8,"Eastern Region"
"Plainfield",901559980,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Plainfield",901559980,"2007-2011","Crude Rate (per 100,000)","Deaths",11.7,"Eastern Region"
"Plainfield",901559980,"2007-2011","Number","Deaths",9,"Eastern Region"
"Plainfield",901559980,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Plainfield",901559980,"2008-2012","Crude Rate (per 100,000)","Deaths",14.28,"Eastern Region"
"Plainfield",901559980,"2008-2012","Number","Deaths",11,"Eastern Region"
"Plainfield",901559980,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Plainfield",901559980,"2010-2014","Crude Rate (per 100,000)","Deaths",15.71,"Eastern Region"
"Plainfield",901559980,"2010-2014","Number","Deaths",12,"Eastern Region"
"Plainville",900360120,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Plainville",900360120,"2006-2010","Crude Rate (per 100,000)","Deaths",11.35,"Central Region"
"Plainville",900360120,"2006-2010","Number","Deaths",10,"Central Region"
"Plainville",900360120,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Plainville",900360120,"2007-2011","Crude Rate (per 100,000)","Deaths",14.71,"Central Region"
"Plainville",900360120,"2007-2011","Number","Deaths",13,"Central Region"
"Plainville",900360120,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Plainville",900360120,"2008-2012","Crude Rate (per 100,000)","Deaths",14.67,"Central Region"
"Plainville",900360120,"2008-2012","Number","Deaths",13,"Central Region"
"Plainville",900360120,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Plainville",900360120,"2010-2014","Crude Rate (per 100,000)","Deaths",12.37,"Central Region"
"Plainville",900360120,"2010-2014","Number","Deaths",11,"Central Region"
"Plymouth",900560750,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Plymouth",900560750,"2006-2010","Crude Rate (per 100,000)","Deaths",13.1,"Central Region"
"Plymouth",900560750,"2006-2010","Number","Deaths",8,"Central Region"
"Plymouth",900560750,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Plymouth",900560750,"2007-2011","Crude Rate (per 100,000)","Deaths",11.46,"Central Region"
"Plymouth",900560750,"2007-2011","Number","Deaths",7,"Central Region"
"Plymouth",900560750,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Plymouth",900560750,"2008-2012","Crude Rate (per 100,000)","Deaths",17.99,"Central Region"
"Plymouth",900560750,"2008-2012","Number","Deaths",11,"Central Region"
"Plymouth",900560750,"2010-2014","AAMR (per 100,000)","Deaths",30.58,"Central Region"
"Plymouth",900560750,"2010-2014","Crude Rate (per 100,000)","Deaths",31.43,"Central Region"
"Plymouth",900560750,"2010-2014","Number","Deaths",19,"Central Region"
"Pomfret",901561030,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Pomfret",901561030,"2006-2010","Crude Rate (per 100,000)","Deaths",19.06,"Eastern Region"
"Pomfret",901561030,"2006-2010","Number","Deaths",4,"Eastern Region"
"Pomfret",901561030,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Pomfret",901561030,"2007-2011","Crude Rate (per 100,000)","Deaths",18.92,"Eastern Region"
"Pomfret",901561030,"2007-2011","Number","Deaths",4,"Eastern Region"
"Pomfret",901561030,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Pomfret",901561030,"2008-2012","Crude Rate (per 100,000)","Deaths",14.12,"Eastern Region"
"Pomfret",901561030,"2008-2012","Number","Deaths",3,"Eastern Region"
"Pomfret",901561030,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Pomfret",901561030,"2010-2014","Crude Rate (per 100,000)","Deaths",-6666,"Eastern Region"
"Pomfret",901561030,"2010-2014","Number","Deaths",-6666,"Eastern Region"
"Portland",900761800,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Portland",900761800,"2006-2010","Crude Rate (per 100,000)","Deaths",6.37,"Eastern Region"
"Portland",900761800,"2006-2010","Number","Deaths",3,"Eastern Region"
"Portland",900761800,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Portland",900761800,"2007-2011","Crude Rate (per 100,000)","Deaths",6.34,"Eastern Region"
"Portland",900761800,"2007-2011","Number","Deaths",3,"Eastern Region"
"Portland",900761800,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Portland",900761800,"2008-2012","Crude Rate (per 100,000)","Deaths",12.62,"Eastern Region"
"Portland",900761800,"2008-2012","Number","Deaths",6,"Eastern Region"
"Portland",900761800,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Portland",900761800,"2010-2014","Crude Rate (per 100,000)","Deaths",10.54,"Eastern Region"
"Portland",900761800,"2010-2014","Number","Deaths",5,"Eastern Region"
"Preston",901162150,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Preston",901162150,"2006-2010","Crude Rate (per 100,000)","Deaths",8.47,"Eastern Region"
"Preston",901162150,"2006-2010","Number","Deaths",2,"Eastern Region"
"Preston",901162150,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Preston",901162150,"2007-2011","Crude Rate (per 100,000)","Deaths",16.92,"Eastern Region"
"Preston",901162150,"2007-2011","Number","Deaths",4,"Eastern Region"
"Preston",901162150,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Preston",901162150,"2008-2012","Crude Rate (per 100,000)","Deaths",12.7,"Eastern Region"
"Preston",901162150,"2008-2012","Number","Deaths",3,"Eastern Region"
"Preston",901162150,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Preston",901162150,"2010-2014","Crude Rate (per 100,000)","Deaths",12.66,"Eastern Region"
"Preston",901162150,"2010-2014","Number","Deaths",3,"Eastern Region"
"Prospect",900962290,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Prospect",900962290,"2006-2010","Crude Rate (per 100,000)","Deaths",10.77,"Western Region"
"Prospect",900962290,"2006-2010","Number","Deaths",5,"Western Region"
"Prospect",900962290,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Prospect",900962290,"2007-2011","Crude Rate (per 100,000)","Deaths",15,"Western Region"
"Prospect",900962290,"2007-2011","Number","Deaths",7,"Western Region"
"Prospect",900962290,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Prospect",900962290,"2008-2012","Crude Rate (per 100,000)","Deaths",10.63,"Western Region"
"Prospect",900962290,"2008-2012","Number","Deaths",5,"Western Region"
"Prospect",900962290,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Prospect",900962290,"2010-2014","Crude Rate (per 100,000)","Deaths",6.27,"Western Region"
"Prospect",900962290,"2010-2014","Number","Deaths",3,"Western Region"
"Putnam",901562710,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Putnam",901562710,"2006-2010","Crude Rate (per 100,000)","Deaths",8.36,"Eastern Region"
"Putnam",901562710,"2006-2010","Number","Deaths",4,"Eastern Region"
"Putnam",901562710,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Putnam",901562710,"2007-2011","Crude Rate (per 100,000)","Deaths",6.28,"Eastern Region"
"Putnam",901562710,"2007-2011","Number","Deaths",3,"Eastern Region"
"Putnam",901562710,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Putnam",901562710,"2008-2012","Crude Rate (per 100,000)","Deaths",6.26,"Eastern Region"
"Putnam",901562710,"2008-2012","Number","Deaths",3,"Eastern Region"
"Putnam",901562710,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Putnam",901562710,"2010-2014","Crude Rate (per 100,000)","Deaths",8.42,"Eastern Region"
"Putnam",901562710,"2010-2014","Number","Deaths",4,"Eastern Region"
"Redding",900163480,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Redding",900163480,"2006-2010","Crude Rate (per 100,000)","Deaths",13.42,"Western Region"
"Redding",900163480,"2006-2010","Number","Deaths",6,"Western Region"
"Redding",900163480,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Redding",900163480,"2007-2011","Crude Rate (per 100,000)","Deaths",8.83,"Western Region"
"Redding",900163480,"2007-2011","Number","Deaths",4,"Western Region"
"Redding",900163480,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Redding",900163480,"2008-2012","Crude Rate (per 100,000)","Deaths",10.9,"Western Region"
"Redding",900163480,"2008-2012","Number","Deaths",5,"Western Region"
"Redding",900163480,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Redding",900163480,"2010-2014","Crude Rate (per 100,000)","Deaths",12.95,"Western Region"
"Redding",900163480,"2010-2014","Number","Deaths",6,"Western Region"
"Ridgefield",900163970,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Ridgefield",900163970,"2006-2010","Crude Rate (per 100,000)","Deaths",7.41,"Western Region"
"Ridgefield",900163970,"2006-2010","Number","Deaths",9,"Western Region"
"Ridgefield",900163970,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Ridgefield",900163970,"2007-2011","Crude Rate (per 100,000)","Deaths",8.17,"Western Region"
"Ridgefield",900163970,"2007-2011","Number","Deaths",10,"Western Region"
"Ridgefield",900163970,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Ridgefield",900163970,"2008-2012","Crude Rate (per 100,000)","Deaths",10.54,"Western Region"
"Ridgefield",900163970,"2008-2012","Number","Deaths",13,"Western Region"
"Ridgefield",900163970,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Ridgefield",900163970,"2010-2014","Crude Rate (per 100,000)","Deaths",11.2,"Western Region"
"Ridgefield",900163970,"2010-2014","Number","Deaths",14,"Western Region"
"Rocky Hill",900365370,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Rocky Hill",900365370,"2006-2010","Crude Rate (per 100,000)","Deaths",8.24,"Central Region"
"Rocky Hill",900365370,"2006-2010","Number","Deaths",8,"Central Region"
"Rocky Hill",900365370,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Rocky Hill",900365370,"2007-2011","Crude Rate (per 100,000)","Deaths",8.19,"Central Region"
"Rocky Hill",900365370,"2007-2011","Number","Deaths",8,"Central Region"
"Rocky Hill",900365370,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Rocky Hill",900365370,"2008-2012","Crude Rate (per 100,000)","Deaths",8.12,"Central Region"
"Rocky Hill",900365370,"2008-2012","Number","Deaths",8,"Central Region"
"Rocky Hill",900365370,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Rocky Hill",900365370,"2010-2014","Crude Rate (per 100,000)","Deaths",12.1,"Central Region"
"Rocky Hill",900365370,"2010-2014","Number","Deaths",12,"Central Region"
"Roxbury",900565930,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Roxbury",900565930,"2006-2010","Crude Rate (per 100,000)","Deaths",8.93,"Western Region"
"Roxbury",900565930,"2006-2010","Number","Deaths",1,"Western Region"
"Roxbury",900565930,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Roxbury",900565930,"2007-2011","Crude Rate (per 100,000)","Deaths",8.64,"Western Region"
"Roxbury",900565930,"2007-2011","Number","Deaths",1,"Western Region"
"Roxbury",900565930,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Roxbury",900565930,"2008-2012","Crude Rate (per 100,000)","Deaths",8.85,"Western Region"
"Roxbury",900565930,"2008-2012","Number","Deaths",1,"Western Region"
"Roxbury",900565930,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Roxbury",900565930,"2010-2014","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Roxbury",900565930,"2010-2014","Number","Deaths",-6666,"Western Region"
"Salem",901166210,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Salem",901166210,"2006-2010","Crude Rate (per 100,000)","Deaths",-6666,"Eastern Region"
"Salem",901166210,"2006-2010","Number","Deaths",-6666,"Eastern Region"
"Salem",901166210,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Salem",901166210,"2007-2011","Crude Rate (per 100,000)","Deaths",4.86,"Eastern Region"
"Salem",901166210,"2007-2011","Number","Deaths",1,"Eastern Region"
"Salem",901166210,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Salem",901166210,"2008-2012","Crude Rate (per 100,000)","Deaths",14.45,"Eastern Region"
"Salem",901166210,"2008-2012","Number","Deaths",3,"Eastern Region"
"Salem",901166210,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Salem",901166210,"2010-2014","Crude Rate (per 100,000)","Deaths",14.38,"Eastern Region"
"Salem",901166210,"2010-2014","Number","Deaths",3,"Eastern Region"
"Salisbury",900566420,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Salisbury",900566420,"2006-2010","Crude Rate (per 100,000)","Deaths",21,"Western Region"
"Salisbury",900566420,"2006-2010","Number","Deaths",4,"Western Region"
"Salisbury",900566420,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Salisbury",900566420,"2007-2011","Crude Rate (per 100,000)","Deaths",21.15,"Western Region"
"Salisbury",900566420,"2007-2011","Number","Deaths",4,"Western Region"
"Salisbury",900566420,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Salisbury",900566420,"2008-2012","Crude Rate (per 100,000)","Deaths",21.4,"Western Region"
"Salisbury",900566420,"2008-2012","Number","Deaths",4,"Western Region"
"Salisbury",900566420,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Salisbury",900566420,"2010-2014","Crude Rate (per 100,000)","Deaths",27,"Western Region"
"Salisbury",900566420,"2010-2014","Number","Deaths",5,"Western Region"
"Scotland",901567400,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Scotland",901567400,"2006-2010","Crude Rate (per 100,000)","Deaths",11.29,"Eastern Region"
"Scotland",901567400,"2006-2010","Number","Deaths",1,"Eastern Region"
"Scotland",901567400,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Scotland",901567400,"2007-2011","Crude Rate (per 100,000)","Deaths",11.81,"Eastern Region"
"Scotland",901567400,"2007-2011","Number","Deaths",1,"Eastern Region"
"Scotland",901567400,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Scotland",901567400,"2008-2012","Crude Rate (per 100,000)","Deaths",11.58,"Eastern Region"
"Scotland",901567400,"2008-2012","Number","Deaths",1,"Eastern Region"
"Scotland",901567400,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Scotland",901567400,"2010-2014","Crude Rate (per 100,000)","Deaths",-6666,"Eastern Region"
"Scotland",901567400,"2010-2014","Number","Deaths",-6666,"Eastern Region"
"Seymour",900967610,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Seymour",900967610,"2006-2010","Crude Rate (per 100,000)","Deaths",14.66,"South Central Region"
"Seymour",900967610,"2006-2010","Number","Deaths",12,"South Central Region"
"Seymour",900967610,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Seymour",900967610,"2007-2011","Crude Rate (per 100,000)","Deaths",12.16,"South Central Region"
"Seymour",900967610,"2007-2011","Number","Deaths",10,"South Central Region"
"Seymour",900967610,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Seymour",900967610,"2008-2012","Crude Rate (per 100,000)","Deaths",9.67,"South Central Region"
"Seymour",900967610,"2008-2012","Number","Deaths",8,"South Central Region"
"Seymour",900967610,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Seymour",900967610,"2010-2014","Crude Rate (per 100,000)","Deaths",10.88,"South Central Region"
"Seymour",900967610,"2010-2014","Number","Deaths",9,"South Central Region"
"Sharon",900567960,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Sharon",900567960,"2006-2010","Crude Rate (per 100,000)","Deaths",7.05,"Western Region"
"Sharon",900567960,"2006-2010","Number","Deaths",1,"Western Region"
"Sharon",900567960,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Sharon",900567960,"2007-2011","Crude Rate (per 100,000)","Deaths",7.13,"Western Region"
"Sharon",900567960,"2007-2011","Number","Deaths",1,"Western Region"
"Sharon",900567960,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Sharon",900567960,"2008-2012","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Sharon",900567960,"2008-2012","Number","Deaths",-6666,"Western Region"
"Sharon",900567960,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Sharon",900567960,"2010-2014","Crude Rate (per 100,000)","Deaths",7.26,"Western Region"
"Sharon",900567960,"2010-2014","Number","Deaths",1,"Western Region"
"Shelton",900168170,"2006-2010","AAMR (per 100,000)","Deaths",9.51,"South Central Region"
"Shelton",900168170,"2006-2010","Crude Rate (per 100,000)","Deaths",10.24,"South Central Region"
"Shelton",900168170,"2006-2010","Number","Deaths",20,"South Central Region"
"Shelton",900168170,"2007-2011","AAMR (per 100,000)","Deaths",8.67,"South Central Region"
"Shelton",900168170,"2007-2011","Crude Rate (per 100,000)","Deaths",10.18,"South Central Region"
"Shelton",900168170,"2007-2011","Number","Deaths",20,"South Central Region"
"Shelton",900168170,"2008-2012","AAMR (per 100,000)","Deaths",7.32,"South Central Region"
"Shelton",900168170,"2008-2012","Crude Rate (per 100,000)","Deaths",9.08,"South Central Region"
"Shelton",900168170,"2008-2012","Number","Deaths",18,"South Central Region"
"Shelton",900168170,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"Shelton",900168170,"2010-2014","Crude Rate (per 100,000)","Deaths",5.94,"South Central Region"
"Shelton",900168170,"2010-2014","Number","Deaths",12,"South Central Region"
"Sherman",900168310,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Sherman",900168310,"2006-2010","Crude Rate (per 100,000)","Deaths",16.65,"Western Region"
"Sherman",900168310,"2006-2010","Number","Deaths",3,"Western Region"
"Sherman",900168310,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Sherman",900168310,"2007-2011","Crude Rate (per 100,000)","Deaths",16.68,"Western Region"
"Sherman",900168310,"2007-2011","Number","Deaths",3,"Western Region"
"Sherman",900168310,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Sherman",900168310,"2008-2012","Crude Rate (per 100,000)","Deaths",16.73,"Western Region"
"Sherman",900168310,"2008-2012","Number","Deaths",3,"Western Region"
"Sherman",900168310,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Sherman",900168310,"2010-2014","Crude Rate (per 100,000)","Deaths",-6666,"Western Region"
"Sherman",900168310,"2010-2014","Number","Deaths",-6666,"Western Region"
"Simsbury",900368940,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Simsbury",900368940,"2006-2010","Crude Rate (per 100,000)","Deaths",4.26,"Central Region"
"Simsbury",900368940,"2006-2010","Number","Deaths",5,"Central Region"
"Simsbury",900368940,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Simsbury",900368940,"2007-2011","Crude Rate (per 100,000)","Deaths",5.96,"Central Region"
"Simsbury",900368940,"2007-2011","Number","Deaths",7,"Central Region"
"Simsbury",900368940,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Simsbury",900368940,"2008-2012","Crude Rate (per 100,000)","Deaths",4.25,"Central Region"
"Simsbury",900368940,"2008-2012","Number","Deaths",5,"Central Region"
"Simsbury",900368940,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Simsbury",900368940,"2010-2014","Crude Rate (per 100,000)","Deaths",10.13,"Central Region"
"Simsbury",900368940,"2010-2014","Number","Deaths",12,"Central Region"
"Somers",901369220,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Somers",901369220,"2006-2010","Crude Rate (per 100,000)","Deaths",14.06,"North Central Region"
"Somers",901369220,"2006-2010","Number","Deaths",8,"North Central Region"
"Somers",901369220,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Somers",901369220,"2007-2011","Crude Rate (per 100,000)","Deaths",12.3,"North Central Region"
"Somers",901369220,"2007-2011","Number","Deaths",7,"North Central Region"
"Somers",901369220,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Somers",901369220,"2008-2012","Crude Rate (per 100,000)","Deaths",12.23,"North Central Region"
"Somers",901369220,"2008-2012","Number","Deaths",7,"North Central Region"
"Somers",901369220,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Somers",901369220,"2010-2014","Crude Rate (per 100,000)","Deaths",14.05,"North Central Region"
"Somers",901369220,"2010-2014","Number","Deaths",8,"North Central Region"
"Southbury",900969640,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Southbury",900969640,"2006-2010","Crude Rate (per 100,000)","Deaths",10.16,"Western Region"
"Southbury",900969640,"2006-2010","Number","Deaths",10,"Western Region"
"Southbury",900969640,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Southbury",900969640,"2007-2011","Crude Rate (per 100,000)","Deaths",10.11,"Western Region"
"Southbury",900969640,"2007-2011","Number","Deaths",10,"Western Region"
"Southbury",900969640,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Southbury",900969640,"2008-2012","Crude Rate (per 100,000)","Deaths",8.04,"Western Region"
"Southbury",900969640,"2008-2012","Number","Deaths",8,"Western Region"
"Southbury",900969640,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Southbury",900969640,"2010-2014","Crude Rate (per 100,000)","Deaths",14.09,"Western Region"
"Southbury",900969640,"2010-2014","Number","Deaths",14,"Western Region"
"Southington",900370550,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Southington",900370550,"2006-2010","Crude Rate (per 100,000)","Deaths",6.59,"Central Region"
"Southington",900370550,"2006-2010","Number","Deaths",14,"Central Region"
"Southington",900370550,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Southington",900370550,"2007-2011","Crude Rate (per 100,000)","Deaths",6.08,"Central Region"
"Southington",900370550,"2007-2011","Number","Deaths",13,"Central Region"
"Southington",900370550,"2008-2012","AAMR (per 100,000)","Deaths",8.36,"Central Region"
"Southington",900370550,"2008-2012","Crude Rate (per 100,000)","Deaths",7.43,"Central Region"
"Southington",900370550,"2008-2012","Number","Deaths",16,"Central Region"
"Southington",900370550,"2010-2014","AAMR (per 100,000)","Deaths",8.6,"Central Region"
"Southington",900370550,"2010-2014","Crude Rate (per 100,000)","Deaths",8.29,"Central Region"
"Southington",900370550,"2010-2014","Number","Deaths",18,"Central Region"
"South Windsor",900371390,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"South Windsor",900371390,"2006-2010","Crude Rate (per 100,000)","Deaths",6.28,"North Central Region"
"South Windsor",900371390,"2006-2010","Number","Deaths",8,"North Central Region"
"South Windsor",900371390,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"South Windsor",900371390,"2007-2011","Crude Rate (per 100,000)","Deaths",7.04,"North Central Region"
"South Windsor",900371390,"2007-2011","Number","Deaths",9,"North Central Region"
"South Windsor",900371390,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"South Windsor",900371390,"2008-2012","Crude Rate (per 100,000)","Deaths",7.78,"North Central Region"
"South Windsor",900371390,"2008-2012","Number","Deaths",10,"North Central Region"
"South Windsor",900371390,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"South Windsor",900371390,"2010-2014","Crude Rate (per 100,000)","Deaths",8.53,"North Central Region"
"South Windsor",900371390,"2010-2014","Number","Deaths",11,"North Central Region"
"Sprague",901171670,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Sprague",901171670,"2006-2010","Crude Rate (per 100,000)","Deaths",20.07,"Eastern Region"
"Sprague",901171670,"2006-2010","Number","Deaths",3,"Eastern Region"
"Sprague",901171670,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Sprague",901171670,"2007-2011","Crude Rate (per 100,000)","Deaths",20.11,"Eastern Region"
"Sprague",901171670,"2007-2011","Number","Deaths",3,"Eastern Region"
"Sprague",901171670,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Sprague",901171670,"2008-2012","Crude Rate (per 100,000)","Deaths",-6666,"Eastern Region"
"Sprague",901171670,"2008-2012","Number","Deaths",-6666,"Eastern Region"
"Sprague",901171670,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
