"Town","Region","FiscalYear","Substance","Adm_Count_by_Drug_Yr_Town","Adm_Count_Yr_Town","Adm_Count_by_Drug_Yr_Region","Adm_Count_Yr_Region","Adm_Count_by_Drug_Yr_State","Adm_Count_Yr_State","Pct Adm Drug Town","Pct Adm Drug Region","Pct Adm Drug State"
"Brookfield","Western Region",2014,"Other Opiates and Synthetics",17,185,620,11656,3231,65045,9.2,5.3,5
"Brookfield","Western Region",2015,"Marijuana, Hashish, THC",14,185,1743,12679,8754,67992,7.6,13.7,12.9
"Brookfield","Western Region",2015,"Benzodiazepines",3,185,138,12679,817,67992,1.6,1.1,1.2
"Brookfield","Western Region",2015,"Other Opiates and Synthetics",17,185,684,12679,3209,67992,9.2,5.4,4.7
"Brookfield","Western Region",2015,"Cocaine",4,185,435,12679,2450,67992,2.2,3.4,3.6
"Brookfield","Western Region",2014,"Crack",1,185,412,11656,2496,65045,0.5,3.5,3.8
"Brookfield","Western Region",2014,"Benzodiazepines",1,185,130,11656,841,65045,0.5,1.1,1.3
"Brooklyn","Eastern Region",2014,"Other Opiates and Synthetics",28,271,795,13735,3231,65045,10.3,5.8,5
"Brooklyn","Eastern Region",2015,"Marijuana, Hashish, THC",16,184,1038,13332,8754,67992,8.7,7.8,12.9
"Brooklyn","Eastern Region",2015,"Heroin",69,184,4615,13332,24247,67992,37.5,34.6,35.7
"Brooklyn","Eastern Region",2016,"Cocaine",6,98,390,12737,2479,67054,6.1,3.1,3.7
"Brooklyn","Eastern Region",2014,"Alcohol",84,271,6324,13735,24611,65045,31,46,37.8
"Brooklyn","Eastern Region",2015,"Other",7,184,161,13332,856,67992,3.8,1.2,1.3
"Brooklyn","Eastern Region",2016,"Alcohol",37,98,5318,12737,23336,67054,37.8,41.8,34.8
"Brooklyn","Eastern Region",2014,"Heroin",57,271,4277,13735,21053,65045,21,31.1,32.4
"Brooklyn","Eastern Region",2015,"Alcohol",55,184,5886,13332,24428,67992,29.9,44.1,35.9
"Brooklyn","Eastern Region",2014,"Marijuana, Hashish, THC",62,271,1153,13735,8281,65045,22.9,8.4,12.7
"Brooklyn","Eastern Region",2016,"Marijuana, Hashish, THC",12,98,999,12737,8159,67054,12.2,7.8,12.2
"Brooklyn","Eastern Region",2016,"Other Opiates and Synthetics",11,98,542,12737,2792,67054,11.2,4.3,4.2
"Brooklyn","Eastern Region",2015,"Crack",6,184,362,13332,2169,67992,3.3,2.7,3.2
"Brooklyn","Eastern Region",2016,"Heroin",29,98,4897,12737,25634,67054,29.6,38.4,38.2
"Brooklyn","Eastern Region",2014,"Cocaine",17,271,459,13735,2712,65045,6.3,3.3,4.2
"Brooklyn","Eastern Region",2015,"Other Opiates and Synthetics",19,184,707,13332,3209,67992,10.3,5.3,4.7
"Brooklyn","Eastern Region",2015,"Cocaine",8,184,413,13332,2450,67992,4.3,3.1,3.6
"Brooklyn","Eastern Region",2016,"Benzodiazepines",2,98,104,12737,840,67054,2,0.8,1.3
"Brooklyn","Eastern Region",2014,"PCP",11,271,58,13735,1023,65045,4.1,0.4,1.6
"Brooklyn","Eastern Region",2016,"Crack",1,98,310,12737,2039,67054,1,2.4,3
"Brooklyn","Eastern Region",2014,"Crack",10,271,404,13735,2496,65045,3.7,2.9,3.8
"Brooklyn","Eastern Region",2014,"Other",2,271,156,13735,797,65045,0.7,1.1,1.2
"Brooklyn","Eastern Region",2015,"Benzodiazepines",2,184,107,13332,817,67992,1.1,0.8,1.2
"Brooklyn","Eastern Region",2015,"PCP",2,184,43,13332,1062,67992,1.1,0.3,1.6
"Burlington","Central Region",2014,"Cocaine",4,74,360,8170,2712,65045,5.4,4.4,4.2
"Burlington","Central Region",2016,"Alcohol",33,93,3310,9163,23336,67054,35.5,36.1,34.8
"Burlington","Central Region",2014,"Heroin",28,74,2843,8170,21053,65045,37.8,34.8,32.4
"Burlington","Central Region",2014,"Marijuana, Hashish, THC",9,74,920,8170,8281,65045,12.2,11.3,12.7
"Burlington","Central Region",2014,"Other Opiates and Synthetics",5,74,375,8170,3231,65045,6.8,4.6,5
"Burlington","Central Region",2014,"Alcohol",26,74,3296,8170,24611,65045,35.1,40.3,37.8
"Burlington","Central Region",2016,"Heroin",46,93,3717,9163,25634,67054,49.5,40.6,38.2
"Burlington","Central Region",2014,"PCP",1,74,51,8170,1023,65045,1.4,0.6,1.6
"Burlington","Central Region",2016,"Marijuana, Hashish, THC",9,93,994,9163,8159,67054,9.7,10.8,12.2
"Burlington","Central Region",2015,"Cocaine",2,96,311,8799,2450,67992,2.1,3.5,3.6
"Burlington","Central Region",2014,"Benzodiazepines",1,74,56,8170,841,65045,1.4,0.7,1.3
"Burlington","Central Region",2016,"Other Opiates and Synthetics",2,93,357,9163,2792,67054,2.2,3.9,4.2
"Burlington","Central Region",2015,"Alcohol",44,96,3210,8799,24428,67992,45.8,36.5,35.9
"Burlington","Central Region",2015,"Heroin",35,96,3468,8799,24247,67992,36.5,39.4,35.7
"Burlington","Central Region",2015,"Marijuana, Hashish, THC",9,96,921,8799,8754,67992,9.4,10.5,12.9
"Burlington","Central Region",2015,"Other Opiates and Synthetics",4,96,426,8799,3209,67992,4.2,4.8,4.7
"Burlington","Central Region",2015,"Benzodiazepines",2,96,91,8799,817,67992,2.1,1,1.2
"Burlington","Central Region",2016,"Cocaine",3,93,364,9163,2479,67054,3.2,4,3.7
"Canaan","Western Region",2015,"Other Opiates and Synthetics",5,35,684,12679,3209,67992,14.3,5.4,4.7
"Canaan","Western Region",2016,"Alcohol",20,56,4390,13371,23336,67054,35.7,32.8,34.8
"Canaan","Western Region",2016,"Heroin",30,56,5285,13371,25634,67054,53.6,39.5,38.2
"Canaan","Western Region",2015,"Alcohol",12,35,4216,12679,24428,67992,34.3,33.3,35.9
"Canaan","Western Region",2016,"Other",2,56,115,13371,719,67054,3.6,0.9,1.1
"Canaan","Western Region",2016,"Cocaine",1,56,479,13371,2479,67054,1.8,3.6,3.7
"Canaan","Western Region",2015,"Marijuana, Hashish, THC",1,35,1743,12679,8754,67992,2.9,13.7,12.9
"Canaan","Western Region",2016,"Marijuana, Hashish, THC",2,56,1778,13371,8159,67054,3.6,13.3,12.2
"Canaan","Western Region",2015,"Heroin",15,35,4773,12679,24247,67992,42.9,37.6,35.7
"Canaan","Western Region",2015,"Cocaine",2,35,435,12679,2450,67992,5.7,3.4,3.6
"Canaan","Western Region",2016,"Other Opiates and Synthetics",1,56,603,13371,2792,67054,1.8,4.5,4.2
"Canterbury","Eastern Region",2016,"Marijuana, Hashish, THC",9,70,999,12737,8159,67054,12.9,7.8,12.2
"Canterbury","Eastern Region",2016,"Other",1,70,133,12737,719,67054,1.4,1,1.1
"Canterbury","Eastern Region",2016,"Alcohol",23,70,5318,12737,23336,67054,32.9,41.8,34.8
"Canterbury","Eastern Region",2015,"Marijuana, Hashish, THC",6,64,1038,13332,8754,67992,9.4,7.8,12.9
"Canterbury","Eastern Region",2015,"Other Opiates and Synthetics",5,64,707,13332,3209,67992,7.8,5.3,4.7
"Canterbury","Eastern Region",2016,"Heroin",34,70,4897,12737,25634,67054,48.6,38.4,38.2
"Canterbury","Eastern Region",2015,"Alcohol",26,64,5886,13332,24428,67992,40.6,44.1,35.9
"Canterbury","Eastern Region",2014,"Alcohol",18,52,6324,13735,24611,65045,34.6,46,37.8
"Canterbury","Eastern Region",2015,"Heroin",23,64,4615,13332,24247,67992,35.9,34.6,35.7
"Canterbury","Eastern Region",2015,"Other",1,64,161,13332,856,67992,1.6,1.2,1.3
"Canterbury","Eastern Region",2015,"Crack",1,64,362,13332,2169,67992,1.6,2.7,3.2
"Canterbury","Eastern Region",2014,"Marijuana, Hashish, THC",5,52,1153,13735,8281,65045,9.6,8.4,12.7
"Canterbury","Eastern Region",2014,"Other",1,52,156,13735,797,65045,1.9,1.1,1.2
"Canterbury","Eastern Region",2014,"Heroin",20,52,4277,13735,21053,65045,38.5,31.1,32.4
"Canterbury","Eastern Region",2016,"Other Opiates and Synthetics",1,70,542,12737,2792,67054,1.4,4.3,4.2
"Canterbury","Eastern Region",2016,"Crack",2,70,310,12737,2039,67054,2.9,2.4,3
"Canterbury","Eastern Region",2014,"Other Opiates and Synthetics",6,52,795,13735,3231,65045,11.5,5.8,5
"Canterbury","Eastern Region",2015,"Cocaine",2,64,413,13332,2450,67992,3.1,3.1,3.6
"Canterbury","Eastern Region",2014,"Crack",2,52,404,13735,2496,65045,3.8,2.9,3.8
"Canton","Central Region",2014,"Heroin",14,56,2843,8170,21053,65045,25,34.8,32.4
"Canton","Central Region",2014,"Marijuana, Hashish, THC",6,56,920,8170,8281,65045,10.7,11.3,12.7
"Canton","Central Region",2014,"Cocaine",2,56,360,8170,2712,65045,3.6,4.4,4.2
"Canton","Central Region",2014,"Alcohol",33,56,3296,8170,24611,65045,58.9,40.3,37.8
"Canton","Central Region",2014,"Other",1,56,83,8170,797,65045,1.8,1,1.2
"Chaplin","Eastern Region",2015,"Alcohol",19,60,5886,13332,24428,67992,31.7,44.1,35.9
"Chaplin","Eastern Region",2015,"Cocaine",3,60,413,13332,2450,67992,5,3.1,3.6
"Chaplin","Eastern Region",2015,"Other Opiates and Synthetics",2,60,707,13332,3209,67992,3.3,5.3,4.7
"Chaplin","Eastern Region",2015,"Marijuana, Hashish, THC",8,60,1038,13332,8754,67992,13.3,7.8,12.9
"Chaplin","Eastern Region",2015,"Heroin",27,60,4615,13332,24247,67992,45,34.6,35.7
"Chaplin","Eastern Region",2016,"Marijuana, Hashish, THC",1,37,999,12737,8159,67054,2.7,7.8,12.2
"Chaplin","Eastern Region",2016,"Cocaine",1,37,390,12737,2479,67054,2.7,3.1,3.7
"Chaplin","Eastern Region",2016,"Alcohol",21,37,5318,12737,23336,67054,56.8,41.8,34.8
"Chaplin","Eastern Region",2016,"Heroin",12,37,4897,12737,25634,67054,32.4,38.4,38.2
"Chaplin","Eastern Region",2015,"Other",1,60,161,13332,856,67992,1.7,1.2,1.3
"Chaplin","Eastern Region",2016,"Other Opiates and Synthetics",2,37,542,12737,2792,67054,5.4,4.3,4.2
"Cheshire","Western Region",2016,"Alcohol",76,230,4390,13371,23336,67054,33,32.8,34.8
"Cheshire","Western Region",2016,"Crack",4,230,408,13371,2039,67054,1.7,3.1,3
"Cheshire","Western Region",2016,"Marijuana, Hashish, THC",53,230,1778,13371,8159,67054,23,13.3,12.2
"Cheshire","Western Region",2016,"Heroin",77,230,5285,13371,25634,67054,33.5,39.5,38.2
"Cheshire","Western Region",2014,"Alcohol",87,194,4225,11656,24611,65045,44.8,36.2,37.8
"Cheshire","Western Region",2014,"Other",3,194,191,11656,797,65045,1.5,1.6,1.2
"Cheshire","Western Region",2016,"Other",4,230,115,13371,719,67054,1.7,0.9,1.1
"Cheshire","Western Region",2014,"Benzodiazepines",3,194,130,11656,841,65045,1.5,1.1,1.3
"Cheshire","Western Region",2014,"Cocaine",11,194,534,11656,2712,65045,5.7,4.6,4.2
"Cheshire","Western Region",2014,"Heroin",54,194,3897,11656,21053,65045,27.8,33.4,32.4
"Cheshire","Western Region",2016,"Benzodiazepines",2,230,161,13371,840,67054,0.9,1.2,1.3
"Cheshire","Western Region",2014,"Crack",2,194,412,11656,2496,65045,1,3.5,3.8
"Cheshire","Western Region",2014,"Marijuana, Hashish, THC",25,194,1521,11656,8281,65045,12.9,13,12.7
"Cheshire","Western Region",2014,"Other Opiates and Synthetics",9,194,620,11656,3231,65045,4.6,5.3,5
"Cheshire","Western Region",2016,"Other Opiates and Synthetics",12,230,603,13371,2792,67054,5.2,4.5,4.2
"Cheshire","Western Region",2015,"Crack",4,245,415,12679,2169,67992,1.6,3.3,3.2
"Cheshire","Western Region",2016,"PCP",2,230,152,13371,1056,67054,0.9,1.1,1.6
"Cheshire","Western Region",2015,"Cocaine",7,245,435,12679,2450,67992,2.9,3.4,3.6
"Cheshire","Western Region",2015,"Heroin",79,245,4773,12679,24247,67992,32.2,37.6,35.7
"Cheshire","Western Region",2015,"Marijuana, Hashish, THC",28,245,1743,12679,8754,67992,11.4,13.7,12.9
"Cheshire","Western Region",2015,"Other Opiates and Synthetics",18,245,684,12679,3209,67992,7.3,5.4,4.7
"Cheshire","Western Region",2015,"Alcohol",105,245,4216,12679,24428,67992,42.9,33.3,35.9
"Cheshire","Western Region",2015,"Other",1,245,156,12679,856,67992,0.4,1.2,1.3
"Cheshire","Western Region",2015,"Benzodiazepines",3,245,138,12679,817,67992,1.2,1.1,1.2
"Clinton","Eastern Region",2014,"Alcohol",68,168,6324,13735,24611,65045,40.5,46,37.8
"Clinton","Eastern Region",2015,"Other Opiates and Synthetics",12,171,707,13332,3209,67992,7,5.3,4.7
"Clinton","Eastern Region",2015,"Crack",5,171,362,13332,2169,67992,2.9,2.7,3.2
"Clinton","Eastern Region",2015,"Heroin",62,171,4615,13332,24247,67992,36.3,34.6,35.7
"Clinton","Eastern Region",2014,"Heroin",67,168,4277,13735,21053,65045,39.9,31.1,32.4
"Clinton","Eastern Region",2014,"Marijuana, Hashish, THC",13,168,1153,13735,8281,65045,7.7,8.4,12.7
"Clinton","Eastern Region",2014,"Other Opiates and Synthetics",16,168,795,13735,3231,65045,9.5,5.8,5
"Clinton","Eastern Region",2015,"Marijuana, Hashish, THC",11,171,1038,13332,8754,67992,6.4,7.8,12.9
"Clinton","Eastern Region",2015,"Alcohol",70,171,5886,13332,24428,67992,40.9,44.1,35.9
"Clinton","Eastern Region",2015,"Benzodiazepines",5,171,107,13332,817,67992,2.9,0.8,1.2
"Clinton","Eastern Region",2015,"Cocaine",3,171,413,13332,2450,67992,1.8,3.1,3.6
"Clinton","Eastern Region",2016,"Other",2,136,133,12737,719,67054,1.5,1,1.1
"Clinton","Eastern Region",2016,"Other Opiates and Synthetics",7,136,542,12737,2792,67054,5.1,4.3,4.2
"Clinton","Eastern Region",2016,"Heroin",47,136,4897,12737,25634,67054,34.6,38.4,38.2
"Clinton","Eastern Region",2015,"PCP",3,171,43,13332,1062,67992,1.8,0.3,1.6
"Clinton","Eastern Region",2016,"Crack",6,136,310,12737,2039,67054,4.4,2.4,3
"Clinton","Eastern Region",2016,"Alcohol",71,136,5318,12737,23336,67054,52.2,41.8,34.8
"Clinton","Eastern Region",2016,"Marijuana, Hashish, THC",2,136,999,12737,8159,67054,1.5,7.8,12.2
"Clinton","Eastern Region",2016,"PCP",1,136,44,12737,1056,67054,0.7,0.3,1.6
"Clinton","Eastern Region",2014,"Cocaine",3,168,459,13735,2712,65045,1.8,3.3,4.2
"Clinton","Eastern Region",2014,"Crack",1,168,404,13735,2496,65045,0.6,2.9,3.8
"Colchester","Eastern Region",2016,"Heroin",156,303,4897,12737,25634,67054,51.5,38.4,38.2
"Colchester","Eastern Region",2015,"Heroin",126,315,4615,13332,24247,67992,40,34.6,35.7
"Colchester","Eastern Region",2016,"Cocaine",7,303,390,12737,2479,67054,2.3,3.1,3.7
"Colchester","Eastern Region",2015,"Alcohol",153,315,5886,13332,24428,67992,48.6,44.1,35.9
"Colchester","Eastern Region",2016,"Benzodiazepines",8,303,104,12737,840,67054,2.6,0.8,1.3
"Colchester","Eastern Region",2016,"Other Opiates and Synthetics",7,303,542,12737,2792,67054,2.3,4.3,4.2
"Colchester","Eastern Region",2016,"Alcohol",105,303,5318,12737,23336,67054,34.7,41.8,34.8
"Colchester","Eastern Region",2016,"Other",3,303,133,12737,719,67054,1,1,1.1
"Colchester","Eastern Region",2016,"Marijuana, Hashish, THC",12,303,999,12737,8159,67054,4,7.8,12.2
"Colchester","Eastern Region",2016,"PCP",3,303,44,12737,1056,67054,1,0.3,1.6
"Colchester","Eastern Region",2015,"Other Opiates and Synthetics",9,315,707,13332,3209,67992,2.9,5.3,4.7
"Colchester","Eastern Region",2014,"Other Opiates and Synthetics",12,293,795,13735,3231,65045,4.1,5.8,5
"Colchester","Eastern Region",2014,"Heroin",121,293,4277,13735,21053,65045,41.3,31.1,32.4
"Colchester","Eastern Region",2014,"Alcohol",136,293,6324,13735,24611,65045,46.4,46,37.8
"Colchester","Eastern Region",2015,"Cocaine",7,315,413,13332,2450,67992,2.2,3.1,3.6
"Colchester","Eastern Region",2015,"Marijuana, Hashish, THC",13,315,1038,13332,8754,67992,4.1,7.8,12.9
"Colchester","Eastern Region",2015,"Other",4,315,161,13332,856,67992,1.3,1.2,1.3
"Colchester","Eastern Region",2014,"Marijuana, Hashish, THC",13,293,1153,13735,8281,65045,4.4,8.4,12.7
"Colchester","Eastern Region",2014,"Other",2,293,156,13735,797,65045,0.7,1.1,1.2
"Colchester","Eastern Region",2015,"PCP",2,315,43,13332,1062,67992,0.6,0.3,1.6
"Colchester","Eastern Region",2016,"Crack",2,303,310,12737,2039,67054,0.7,2.4,3
"Colchester","Eastern Region",2014,"Crack",4,293,404,13735,2496,65045,1.4,2.9,3.8
"Colchester","Eastern Region",2014,"Cocaine",4,293,459,13735,2712,65045,1.4,3.3,4.2
"Colchester","Eastern Region",2014,"Benzodiazepines",1,293,109,13735,841,65045,0.3,0.8,1.3
"Colchester","Eastern Region",2015,"Benzodiazepines",1,315,107,13332,817,67992,0.3,0.8,1.2
"Columbia","Eastern Region",2014,"Heroin",13,33,4277,13735,21053,65045,39.4,31.1,32.4
"Columbia","Eastern Region",2016,"Alcohol",19,40,5318,12737,23336,67054,47.5,41.8,34.8
"Columbia","Eastern Region",2016,"Heroin",13,40,4897,12737,25634,67054,32.5,38.4,38.2
"Columbia","Eastern Region",2014,"Benzodiazepines",2,33,109,13735,841,65045,6.1,0.8,1.3
"Columbia","Eastern Region",2016,"Other Opiates and Synthetics",4,40,542,12737,2792,67054,10,4.3,4.2
"Columbia","Eastern Region",2014,"Alcohol",10,33,6324,13735,24611,65045,30.3,46,37.8
"Columbia","Eastern Region",2014,"Cocaine",1,33,459,13735,2712,65045,3,3.3,4.2
"Columbia","Eastern Region",2015,"Marijuana, Hashish, THC",2,36,1038,13332,8754,67992,5.6,7.8,12.9
"Columbia","Eastern Region",2015,"Other Opiates and Synthetics",4,36,707,13332,3209,67992,11.1,5.3,4.7
"Columbia","Eastern Region",2015,"Alcohol",13,36,5886,13332,24428,67992,36.1,44.1,35.9
"Columbia","Eastern Region",2015,"Cocaine",1,36,413,13332,2450,67992,2.8,3.1,3.6
"Columbia","Eastern Region",2016,"Cocaine",1,40,390,12737,2479,67054,2.5,3.1,3.7
"Columbia","Eastern Region",2014,"Crack",1,33,404,13735,2496,65045,3,2.9,3.8
"Columbia","Eastern Region",2014,"Other Opiates and Synthetics",4,33,795,13735,3231,65045,12.1,5.8,5
"Columbia","Eastern Region",2014,"Marijuana, Hashish, THC",2,33,1153,13735,8281,65045,6.1,8.4,12.7
"Columbia","Eastern Region",2015,"Heroin",16,36,4615,13332,24247,67992,44.4,34.6,35.7
"Columbia","Eastern Region",2016,"Marijuana, Hashish, THC",3,40,999,12737,8159,67054,7.5,7.8,12.2
"Coventry","Eastern Region",2014,"Alcohol",67,151,6324,13735,24611,65045,44.4,46,37.8
"Coventry","Eastern Region",2014,"Marijuana, Hashish, THC",11,151,1153,13735,8281,65045,7.3,8.4,12.7
"Coventry","Eastern Region",2015,"Heroin",67,163,4615,13332,24247,67992,41.1,34.6,35.7
"Coventry","Eastern Region",2014,"Other Opiates and Synthetics",9,151,795,13735,3231,65045,6,5.8,5
"Coventry","Eastern Region",2015,"Other Opiates and Synthetics",8,163,707,13332,3209,67992,4.9,5.3,4.7
"Coventry","Eastern Region",2014,"Heroin",56,151,4277,13735,21053,65045,37.1,31.1,32.4
"Coventry","Eastern Region",2015,"Marijuana, Hashish, THC",7,163,1038,13332,8754,67992,4.3,7.8,12.9
"Coventry","Eastern Region",2015,"Cocaine",2,163,413,13332,2450,67992,1.2,3.1,3.6
"Coventry","Eastern Region",2015,"Alcohol",75,163,5886,13332,24428,67992,46,44.1,35.9
"Coventry","Eastern Region",2015,"Other",3,163,161,13332,856,67992,1.8,1.2,1.3
"Coventry","Eastern Region",2016,"Marijuana, Hashish, THC",19,152,999,12737,8159,67054,12.5,7.8,12.2
"Coventry","Eastern Region",2016,"Alcohol",53,152,5318,12737,23336,67054,34.9,41.8,34.8
"Coventry","Eastern Region",2014,"Cocaine",4,151,459,13735,2712,65045,2.6,3.3,4.2
"Coventry","Eastern Region",2016,"Other Opiates and Synthetics",6,152,542,12737,2792,67054,3.9,4.3,4.2
"Coventry","Eastern Region",2016,"Heroin",72,152,4897,12737,25634,67054,47.4,38.4,38.2
"Coventry","Eastern Region",2015,"Benzodiazepines",1,163,107,13332,817,67992,0.6,0.8,1.2
"Coventry","Eastern Region",2016,"Benzodiazepines",1,152,104,12737,840,67054,0.7,0.8,1.3
"Coventry","Eastern Region",2014,"Other",2,151,156,13735,797,65045,1.3,1.1,1.2
"Coventry","Eastern Region",2014,"PCP",1,151,58,13735,1023,65045,0.7,0.4,1.6
"Coventry","Eastern Region",2014,"Crack",1,151,404,13735,2496,65045,0.7,2.9,3.8
"Coventry","Eastern Region",2016,"Other",1,152,133,12737,719,67054,0.7,1,1.1
"Cromwell","Eastern Region",2016,"Heroin",86,202,4897,12737,25634,67054,42.6,38.4,38.2
"Cromwell","Eastern Region",2016,"Alcohol",82,202,5318,12737,23336,67054,40.6,41.8,34.8
"Cromwell","Eastern Region",2016,"Crack",2,202,310,12737,2039,67054,1,2.4,3
"Cromwell","Eastern Region",2015,"Marijuana, Hashish, THC",18,199,1038,13332,8754,67992,9,7.8,12.9
"Cromwell","Eastern Region",2015,"Heroin",65,199,4615,13332,24247,67992,32.7,34.6,35.7
"Cromwell","Eastern Region",2015,"Alcohol",96,199,5886,13332,24428,67992,48.2,44.1,35.9
"Cromwell","Eastern Region",2016,"Other Opiates and Synthetics",2,202,542,12737,2792,67054,1,4.3,4.2
"Cromwell","Eastern Region",2015,"Other",3,199,161,13332,856,67992,1.5,1.2,1.3
"Cromwell","Eastern Region",2015,"Crack",5,199,362,13332,2169,67992,2.5,2.7,3.2
"Cromwell","Eastern Region",2015,"Cocaine",3,199,413,13332,2450,67992,1.5,3.1,3.6
"Cromwell","Eastern Region",2015,"Other Opiates and Synthetics",7,199,707,13332,3209,67992,3.5,5.3,4.7
"Cromwell","Eastern Region",2014,"Cocaine",8,177,459,13735,2712,65045,4.5,3.3,4.2
"Cromwell","Eastern Region",2016,"Cocaine",14,202,390,12737,2479,67054,6.9,3.1,3.7
"Cromwell","Eastern Region",2016,"Marijuana, Hashish, THC",11,202,999,12737,8159,67054,5.4,7.8,12.2
"Cromwell","Eastern Region",2015,"Benzodiazepines",2,199,107,13332,817,67992,1,0.8,1.2
"Cromwell","Eastern Region",2016,"Benzodiazepines",4,202,104,12737,840,67054,2,0.8,1.3
"Cromwell","Eastern Region",2014,"Alcohol",82,177,6324,13735,24611,65045,46.3,46,37.8
"Cromwell","Eastern Region",2014,"Heroin",50,177,4277,13735,21053,65045,28.2,31.1,32.4
"Cromwell","Eastern Region",2014,"Other Opiates and Synthetics",9,177,795,13735,3231,65045,5.1,5.8,5
"Cromwell","Eastern Region",2016,"Other",1,202,133,12737,719,67054,0.5,1,1.1
"Cromwell","Eastern Region",2014,"Marijuana, Hashish, THC",15,177,1153,13735,8281,65045,8.5,8.4,12.7
"Cromwell","Eastern Region",2014,"Crack",1,177,404,13735,2496,65045,0.6,2.9,3.8
"Cromwell","Eastern Region",2014,"Other",4,177,156,13735,797,65045,2.3,1.1,1.2
"Cromwell","Eastern Region",2014,"Benzodiazepines",7,177,109,13735,841,65045,4,0.8,1.3
"Cromwell","Eastern Region",2014,"PCP",1,177,58,13735,1023,65045,0.6,0.4,1.6
"Danbury","Western Region",2016,"Benzodiazepines",18,1602,161,13371,840,67054,1.1,1.2,1.3
"Danbury","Western Region",2016,"Cocaine",57,1602,479,13371,2479,67054,3.6,3.6,3.7
"Danbury","Western Region",2016,"Crack",35,1602,408,13371,2039,67054,2.2,3.1,3
