"Town","FIPS","AGGREGATION","Year","Race","Type","Measure Type","Variable","Value","Region"
"Ansonia",900901220,"5-Year","2005-2009","All","Fetal","Number","Fetal Mortality",6,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","All","Postneonatal","Rate","Fetal Mortality",2.53,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","Black or African American","Fetal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","Black or African American","Infant","Number","Fetal Mortality",4,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","All","Postneonatal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","Black or African American","Infant","Number","Fetal Mortality",4,"South Central Region"
"Ansonia",900901220,"5-Year","2002-2006","Hispanic or Latino","Infant","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","All","Postneonatal","Rate","Fetal Mortality",0.9,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","Other","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","All","Infant","Rate","Fetal Mortality",1.85,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","All","Postneonatal","Rate","Fetal Mortality",1.66,"South Central Region"
"Ansonia",900901220,"5-Year","2009-2013","All","Infant","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","2009-2013","All","Neonatal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2009-2013","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2009-2013","Other","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","All","Fetal","Rate","Fetal Mortality",1.58,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","All","Infant","Rate","Fetal Mortality",7.82,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","Black or African American","Fetal","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","Other","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","White","Infant","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2003-2007","Other","Fetal","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2003-2007","Other","Infant","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","White","Fetal","Number","Fetal Mortality",4,"South Central Region"
"Ansonia",900901220,"5-Year","2009-2013","All","Postneonatal","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","All","Infant","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","Other","Infant","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","All","Neonatal","Rate","Fetal Mortality",1.85,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","All","Postneonatal","Rate","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","Black or African American","Fetal","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","Black or African American","Infant","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","All","Postneonatal","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","All","Infant","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","All","Fetal","Rate","Fetal Mortality",5.82,"South Central Region"
"Ansonia",900901220,"5-Year","2004-2008","All","Fetal","Number","Fetal Mortality",6,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","All","Fetal","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","2003-2007","White","Fetal","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2002-2006","All","Infant","Number","Fetal Mortality",8,"South Central Region"
"Ansonia",900901220,"5-Year","2002-2006","Hispanic or Latino","Fetal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","Black or African American","Infant","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","Black or African American","Fetal","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2007-2011","All","Neonatal","Rate","Fetal Mortality",2.63,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","White","Fetal","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","All","Neonatal","Rate","Fetal Mortality",6.33,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","All","Postneonatal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","All","Postneonatal","Rate","Fetal Mortality",1.58,"South Central Region"
"Ansonia",900901220,"5-Year","2004-2008","All","Postneonatal","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","2004-2008","All","Postneonatal","Rate","Fetal Mortality",2.47,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","All","Fetal","Rate","Fetal Mortality",5.55,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","All","Infant","Number","Fetal Mortality",11,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","Black or African American","Fetal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2002-2006","All","Postneonatal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2003-2007","All","Neonatal","Number","Fetal Mortality",6,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","All","Fetal","Number","Fetal Mortality",6,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2007-2011","All","Infant","Number","Fetal Mortality",5,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","White","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","All","Neonatal","Rate","Fetal Mortality",7.04,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","All","Neonatal","Rate","Fetal Mortality",4.16,"South Central Region"
"Ansonia",900901220,"5-Year","2007-2011","All","Fetal","Rate","Fetal Mortality",3.51,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","White","Infant","Number","Fetal Mortality",6,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","All","Fetal","Rate","Fetal Mortality",2.35,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","Other","Fetal","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2002-2006","All","Neonatal","Rate","Fetal Mortality",4.73,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","White","Infant","Number","Fetal Mortality",7,"South Central Region"
"Ansonia",900901220,"5-Year","2002-2006","Black or African American","Fetal","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","All","Neonatal","Rate","Fetal Mortality",4.22,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","All","Infant","Rate","Fetal Mortality",7.92,"South Central Region"
"Ansonia",900901220,"5-Year","2004-2008","All","Fetal","Rate","Fetal Mortality",4.93,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","White","Fetal","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","2003-2007","All","Postneonatal","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","All","Infant","Rate","Fetal Mortality",6.75,"South Central Region"
"Ansonia",900901220,"5-Year","2004-2008","Black or African American","Fetal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2004-2008","White","Infant","Number","Fetal Mortality",5,"South Central Region"
"Ansonia",900901220,"5-Year","2003-2007","White","Infant","Number","Fetal Mortality",6,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","Black or African American","Fetal","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","All","Neonatal","Rate","Fetal Mortality",1.8,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","Other","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","White","Infant","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2009-2013","All","Neonatal","Rate","Fetal Mortality",1.84,"South Central Region"
"Ansonia",900901220,"5-Year","2007-2011","Black or African American","Fetal","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","Other","Fetal","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","All","Neonatal","Number","Fetal Mortality",10,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","All","Infant","Number","Fetal Mortality",8,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","All","Neonatal","Number","Fetal Mortality",8,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","All","Neonatal","Number","Fetal Mortality",9,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","All","Infant","Rate","Fetal Mortality",5.82,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","All","Infant","Rate","Fetal Mortality",8.63,"South Central Region"
"Ansonia",900901220,"5-Year","2010-2014","White","Fetal","Number","Fetal Mortality",4,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","Other","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2006-2010","All","Fetal","Number","Fetal Mortality",7,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","Other","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2002-2006","Black or African American","Infant","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","All","Postneonatal","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","All","Fetal","Rate","Fetal Mortality",5.06,"South Central Region"
"Ansonia",900901220,"5-Year","2001-2005","All","Fetal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","White","Infant","Number","Fetal Mortality",6,"South Central Region"
"Ansonia",900901220,"5-Year","2007-2011","All","Postneonatal","Rate","Fetal Mortality",1.76,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","All","Postneonatal","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","All","Neonatal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","1999-2003","All","Postneonatal","Rate","Fetal Mortality",0.78,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","All","Postneonatal","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","All","Fetal","Rate","Fetal Mortality",5.39,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","All","Fetal","Number","Fetal Mortality",6,"South Central Region"
"Ansonia",900901220,"5-Year","2007-2011","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2003-2007","Hispanic or Latino","Fetal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2007-2011","All","Postneonatal","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","White","Fetal","Number","Fetal Mortality",3,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2005-2009","Other","Fetal","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2007-2011","Hispanic or Latino","Fetal","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2003-2007","Hispanic or Latino","Infant","Number","Fetal Mortality",2,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"South Central Region"
"Ansonia",900901220,"5-Year","2008-2012","Other","Fetal","Number","Fetal Mortality",0,"South Central Region"
"Ansonia",900901220,"5-Year","2000-2004","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"South Central Region"
"Ashford",901501430,"5-Year","2002-2006","Black or African American","Fetal","Number","Fetal Mortality",0,"Eastern Region"
"Ashford",901501430,"5-Year","2004-2008","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Eastern Region"
"Ashford",901501430,"5-Year","2007-2011","All","Fetal","Number","Fetal Mortality",3,"Eastern Region"
"Ashford",901501430,"5-Year","2002-2006","All","Postneonatal","Number","Fetal Mortality",0,"Eastern Region"
"Ashford",901501430,"5-Year","2006-2010","All","Fetal","Rate","Fetal Mortality",14.71,"Eastern Region"
"Ashford",901501430,"5-Year","2008-2012","Other","Fetal","Number","Fetal Mortality",0,"Eastern Region"
"Ashford",901501430,"5-Year","2009-2013","Black or African American","Infant","Number","Fetal Mortality",0,"Eastern Region"
"Ashford",901501430,"5-Year","2008-2012","Other","Infant","Number","Fetal Mortality",0,"Eastern Region"
"Ashford",901501430,"5-Year","2009-2013","All","Postneonatal","Number","Fetal Mortality",0,"Eastern Region"
"Ashford",901501430,"5-Year","2008-2012","All","Infant","Number","Fetal Mortality",0,"Eastern Region"
"Ashford",901501430,"5-Year","2007-2011","Black or African American","Fetal","Number","Fetal Mortality",0,"Eastern Region"
"Ashford",901501430,"5-Year","1999-2003","All","Neonatal","Number","Fetal Mortality",1,"Eastern Region"
