"Town","FIPS","Year","Gender","Measure Type","Variable","Value","Region"
"Chester",900714300,"2012-2016","Male","Percent","Margins of Error",67.53,"Eastern Region"
"Clinton",900715350,"2012-2016","Total","Number","Employed or Enrolled Youth",385,"Eastern Region"
"Clinton",900715350,"2012-2016","Total","Number","Margins of Error",111,"Eastern Region"
"Clinton",900715350,"2012-2016","Total","Percent","Employed or Enrolled Youth",86.91,"Eastern Region"
"Clinton",900715350,"2012-2016","Total","Percent","Margins of Error",31.67,"Eastern Region"
"Clinton",900715350,"2012-2016","Female","Number","Employed or Enrolled Youth",191,"Eastern Region"
"Clinton",900715350,"2012-2016","Female","Number","Margins of Error",82,"Eastern Region"
"Clinton",900715350,"2012-2016","Female","Percent","Employed or Enrolled Youth",95.5,"Eastern Region"
"Clinton",900715350,"2012-2016","Female","Percent","Margins of Error",53.34,"Eastern Region"
"Clinton",900715350,"2012-2016","Male","Number","Employed or Enrolled Youth",194,"Eastern Region"
"Clinton",900715350,"2012-2016","Male","Number","Margins of Error",75,"Eastern Region"
"Clinton",900715350,"2012-2016","Male","Percent","Employed or Enrolled Youth",79.84,"Eastern Region"
"Clinton",900715350,"2012-2016","Male","Percent","Margins of Error",42.51,"Eastern Region"
"Colchester",901115910,"2012-2016","Total","Number","Employed or Enrolled Youth",829,"Eastern Region"
"Colchester",901115910,"2012-2016","Total","Number","Margins of Error",173,"Eastern Region"
"Colchester",901115910,"2012-2016","Total","Percent","Employed or Enrolled Youth",89.62,"Eastern Region"
"Colchester",901115910,"2012-2016","Total","Percent","Margins of Error",25.64,"Eastern Region"
"Colchester",901115910,"2012-2016","Female","Number","Employed or Enrolled Youth",448,"Eastern Region"
"Colchester",901115910,"2012-2016","Female","Number","Margins of Error",125,"Eastern Region"
"Colchester",901115910,"2012-2016","Female","Percent","Employed or Enrolled Youth",96.34,"Eastern Region"
"Colchester",901115910,"2012-2016","Female","Percent","Margins of Error",37.9,"Eastern Region"
"Colchester",901115910,"2012-2016","Male","Number","Employed or Enrolled Youth",381,"Eastern Region"
"Colchester",901115910,"2012-2016","Male","Number","Margins of Error",120,"Eastern Region"
"Colchester",901115910,"2012-2016","Male","Percent","Employed or Enrolled Youth",82.83,"Eastern Region"
"Colchester",901115910,"2012-2016","Male","Percent","Margins of Error",36.34,"Eastern Region"
"Colebrook",900516050,"2012-2016","Total","Number","Employed or Enrolled Youth",117,"Western Region"
"Colebrook",900516050,"2012-2016","Total","Number","Margins of Error",48,"Western Region"
"Colebrook",900516050,"2012-2016","Total","Percent","Employed or Enrolled Youth",92.13,"Western Region"
"Colebrook",900516050,"2012-2016","Total","Percent","Margins of Error",51.13,"Western Region"
"Colebrook",900516050,"2012-2016","Female","Number","Employed or Enrolled Youth",37,"Western Region"
"Colebrook",900516050,"2012-2016","Female","Number","Margins of Error",29,"Western Region"
"Colebrook",900516050,"2012-2016","Female","Percent","Employed or Enrolled Youth",92.5,"Western Region"
"Colebrook",900516050,"2012-2016","Female","Percent","Margins of Error",90.48,"Western Region"
"Colebrook",900516050,"2012-2016","Male","Number","Employed or Enrolled Youth",80,"Western Region"
"Colebrook",900516050,"2012-2016","Male","Number","Margins of Error",39,"Western Region"
"Colebrook",900516050,"2012-2016","Male","Percent","Employed or Enrolled Youth",91.95,"Western Region"
"Colebrook",900516050,"2012-2016","Male","Percent","Margins of Error",63.13,"Western Region"
"Columbia",901316400,"2012-2016","Total","Number","Employed or Enrolled Youth",271,"Eastern Region"
"Columbia",901316400,"2012-2016","Total","Number","Margins of Error",100,"Eastern Region"
"Columbia",901316400,"2012-2016","Total","Percent","Employed or Enrolled Youth",72.46,"Eastern Region"
"Columbia",901316400,"2012-2016","Total","Percent","Margins of Error",41.51,"Eastern Region"
"Columbia",901316400,"2012-2016","Female","Number","Employed or Enrolled Youth",85,"Eastern Region"
"Columbia",901316400,"2012-2016","Female","Number","Margins of Error",59,"Eastern Region"
"Columbia",901316400,"2012-2016","Female","Percent","Employed or Enrolled Youth",45.21,"Eastern Region"
"Columbia",901316400,"2012-2016","Female","Percent","Margins of Error",43.17,"Eastern Region"
"Columbia",901316400,"2012-2016","Male","Number","Employed or Enrolled Youth",186,"Eastern Region"
"Columbia",901316400,"2012-2016","Male","Number","Margins of Error",81,"Eastern Region"
"Columbia",901316400,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Columbia",901316400,"2012-2016","Male","Percent","Margins of Error",61.79,"Eastern Region"
"Connecticut",9,"2012-2016","Total","Number","Employed or Enrolled Youth",193605,"Statewide"
"Connecticut",9,"2012-2016","Total","Number","Margins of Error",1696,"Statewide"
"Connecticut",9,"2012-2016","Total","Percent","Employed or Enrolled Youth",95,"Statewide"
"Connecticut",9,"2012-2016","Total","Percent","Margins of Error",1.02,"Statewide"
"Connecticut",9,"2012-2016","Female","Number","Employed or Enrolled Youth",95254,"Statewide"
"Connecticut",9,"2012-2016","Female","Number","Margins of Error",1214,"Statewide"
"Connecticut",9,"2012-2016","Female","Percent","Employed or Enrolled Youth",95.51,"Statewide"
"Connecticut",9,"2012-2016","Female","Percent","Margins of Error",1.5,"Statewide"
"Connecticut",9,"2012-2016","Male","Number","Employed or Enrolled Youth",98351,"Statewide"
"Connecticut",9,"2012-2016","Male","Number","Margins of Error",1185,"Statewide"
"Connecticut",9,"2012-2016","Male","Percent","Employed or Enrolled Youth",94.51,"Statewide"
"Connecticut",9,"2012-2016","Male","Percent","Margins of Error",1.34,"Statewide"
"Cornwall",900517240,"2012-2016","Total","Number","Employed or Enrolled Youth",38,"Western Region"
"Cornwall",900517240,"2012-2016","Total","Number","Margins of Error",29,"Western Region"
"Cornwall",900517240,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Western Region"
"Cornwall",900517240,"2012-2016","Total","Percent","Margins of Error",85.31,"Western Region"
"Cornwall",900517240,"2012-2016","Female","Number","Employed or Enrolled Youth",22,"Western Region"
"Cornwall",900517240,"2012-2016","Female","Number","Margins of Error",21,"Western Region"
"Cornwall",900517240,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Cornwall",900517240,"2012-2016","Female","Percent","Margins of Error",113.73,"Western Region"
"Cornwall",900517240,"2012-2016","Male","Number","Employed or Enrolled Youth",16,"Western Region"
"Cornwall",900517240,"2012-2016","Male","Number","Margins of Error",19,"Western Region"
"Cornwall",900517240,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Cornwall",900517240,"2012-2016","Male","Percent","Margins of Error",132.58,"Western Region"
"Coventry",901317800,"2012-2016","Total","Number","Employed or Enrolled Youth",600,"Eastern Region"
"Coventry",901317800,"2012-2016","Total","Number","Margins of Error",230,"Eastern Region"
"Coventry",901317800,"2012-2016","Total","Percent","Employed or Enrolled Youth",99.67,"Eastern Region"
"Coventry",901317800,"2012-2016","Total","Percent","Margins of Error",51.91,"Eastern Region"
"Coventry",901317800,"2012-2016","Female","Number","Employed or Enrolled Youth",141,"Eastern Region"
"Coventry",901317800,"2012-2016","Female","Number","Margins of Error",105,"Eastern Region"
"Coventry",901317800,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Coventry",901317800,"2012-2016","Female","Percent","Margins of Error",104.06,"Eastern Region"
"Coventry",901317800,"2012-2016","Male","Number","Employed or Enrolled Youth",459,"Eastern Region"
"Coventry",901317800,"2012-2016","Male","Number","Margins of Error",205,"Eastern Region"
"Coventry",901317800,"2012-2016","Male","Percent","Employed or Enrolled Youth",99.57,"Eastern Region"
"Coventry",901317800,"2012-2016","Male","Percent","Margins of Error",62.85,"Eastern Region"
"Cromwell",900718080,"2012-2016","Total","Number","Employed or Enrolled Youth",467,"Eastern Region"
"Cromwell",900718080,"2012-2016","Total","Number","Margins of Error",155,"Eastern Region"
"Cromwell",900718080,"2012-2016","Total","Percent","Employed or Enrolled Youth",97.09,"Eastern Region"
"Cromwell",900718080,"2012-2016","Total","Percent","Margins of Error",44.7,"Eastern Region"
"Cromwell",900718080,"2012-2016","Female","Number","Employed or Enrolled Youth",142,"Eastern Region"
"Cromwell",900718080,"2012-2016","Female","Number","Margins of Error",90,"Eastern Region"
"Cromwell",900718080,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Cromwell",900718080,"2012-2016","Female","Percent","Margins of Error",87.71,"Eastern Region"
"Cromwell",900718080,"2012-2016","Male","Number","Employed or Enrolled Youth",325,"Eastern Region"
"Cromwell",900718080,"2012-2016","Male","Number","Margins of Error",126,"Eastern Region"
"Cromwell",900718080,"2012-2016","Male","Percent","Employed or Enrolled Youth",95.87,"Eastern Region"
"Cromwell",900718080,"2012-2016","Male","Percent","Margins of Error",52.38,"Eastern Region"
"Danbury",900118500,"2012-2016","Total","Number","Employed or Enrolled Youth",4829,"Western Region"
"Danbury",900118500,"2012-2016","Total","Number","Margins of Error",573,"Western Region"
"Danbury",900118500,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.87,"Western Region"
"Danbury",900118500,"2012-2016","Total","Percent","Margins of Error",15.9,"Western Region"
"Danbury",900118500,"2012-2016","Female","Number","Employed or Enrolled Youth",2615,"Western Region"
"Danbury",900118500,"2012-2016","Female","Number","Margins of Error",437,"Western Region"
"Danbury",900118500,"2012-2016","Female","Percent","Employed or Enrolled Youth",98.01,"Western Region"
"Danbury",900118500,"2012-2016","Female","Percent","Margins of Error",23.14,"Western Region"
"Danbury",900118500,"2012-2016","Male","Number","Employed or Enrolled Youth",2214,"Western Region"
"Danbury",900118500,"2012-2016","Male","Number","Margins of Error",370,"Western Region"
"Danbury",900118500,"2012-2016","Male","Percent","Employed or Enrolled Youth",93.46,"Western Region"
"Danbury",900118500,"2012-2016","Male","Percent","Margins of Error",22.15,"Western Region"
"Darien",900118850,"2012-2016","Total","Number","Employed or Enrolled Youth",1534,"Southwest Region"
"Darien",900118850,"2012-2016","Total","Number","Margins of Error",219,"Southwest Region"
"Darien",900118850,"2012-2016","Total","Percent","Employed or Enrolled Youth",97.77,"Southwest Region"
"Darien",900118850,"2012-2016","Total","Percent","Margins of Error",18.55,"Southwest Region"
"Darien",900118850,"2012-2016","Female","Number","Employed or Enrolled Youth",807,"Southwest Region"
"Darien",900118850,"2012-2016","Female","Number","Margins of Error",137,"Southwest Region"
"Darien",900118850,"2012-2016","Female","Percent","Employed or Enrolled Youth",95.84,"Southwest Region"
"Darien",900118850,"2012-2016","Female","Percent","Margins of Error",22.58,"Southwest Region"
"Darien",900118850,"2012-2016","Male","Number","Employed or Enrolled Youth",727,"Southwest Region"
"Darien",900118850,"2012-2016","Male","Number","Margins of Error",171,"Southwest Region"
"Darien",900118850,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Southwest Region"
"Darien",900118850,"2012-2016","Male","Percent","Margins of Error",32.9,"Southwest Region"
"Deep River",900719130,"2012-2016","Total","Number","Employed or Enrolled Youth",344,"Eastern Region"
"Deep River",900719130,"2012-2016","Total","Number","Margins of Error",90,"Eastern Region"
"Deep River",900719130,"2012-2016","Total","Percent","Employed or Enrolled Youth",99.14,"Eastern Region"
"Deep River",900719130,"2012-2016","Total","Percent","Margins of Error",34.53,"Eastern Region"
"Deep River",900719130,"2012-2016","Female","Number","Employed or Enrolled Youth",200,"Eastern Region"
"Deep River",900719130,"2012-2016","Female","Number","Margins of Error",70,"Eastern Region"
"Deep River",900719130,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Deep River",900719130,"2012-2016","Female","Percent","Margins of Error",48.42,"Eastern Region"
"Deep River",900719130,"2012-2016","Male","Number","Employed or Enrolled Youth",144,"Eastern Region"
"Deep River",900719130,"2012-2016","Male","Number","Margins of Error",56,"Eastern Region"
"Deep River",900719130,"2012-2016","Male","Percent","Employed or Enrolled Youth",97.96,"Eastern Region"
"Deep River",900719130,"2012-2016","Male","Percent","Margins of Error",53.99,"Eastern Region"
"Derby",900919550,"2012-2016","Total","Number","Employed or Enrolled Youth",449,"South Central Region"
"Derby",900919550,"2012-2016","Total","Number","Margins of Error",213,"South Central Region"
"Derby",900919550,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"South Central Region"
"Derby",900919550,"2012-2016","Total","Percent","Margins of Error",66.94,"South Central Region"
"Derby",900919550,"2012-2016","Female","Number","Employed or Enrolled Youth",274,"South Central Region"
"Derby",900919550,"2012-2016","Female","Number","Margins of Error",167,"South Central Region"
"Derby",900919550,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"South Central Region"
"Derby",900919550,"2012-2016","Female","Percent","Margins of Error",86.31,"South Central Region"
"Derby",900919550,"2012-2016","Male","Number","Employed or Enrolled Youth",175,"South Central Region"
"Derby",900919550,"2012-2016","Male","Number","Margins of Error",132,"South Central Region"
"Derby",900919550,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"South Central Region"
"Derby",900919550,"2012-2016","Male","Percent","Margins of Error",105.37,"South Central Region"
"Durham",900720810,"2012-2016","Total","Number","Employed or Enrolled Youth",533,"Eastern Region"
"Durham",900720810,"2012-2016","Total","Number","Margins of Error",161,"Eastern Region"
"Durham",900720810,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.91,"Eastern Region"
"Durham",900720810,"2012-2016","Total","Percent","Margins of Error",39.68,"Eastern Region"
"Durham",900720810,"2012-2016","Female","Number","Employed or Enrolled Youth",266,"Eastern Region"
"Durham",900720810,"2012-2016","Female","Number","Margins of Error",128,"Eastern Region"
"Durham",900720810,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Durham",900720810,"2012-2016","Female","Percent","Margins of Error",67.6,"Eastern Region"
