"Town","FIPS","Year","Measure Period","Indicator","Measure Type","Variable","Value","Region"
"Avon",900302060,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",32,"Central Region"
"Avon",900302060,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",9,"Central Region"
"Avon",900302060,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",27,"Central Region"
"Avon",900302060,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",26,"Central Region"
"Avon",900302060,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",9,"Central Region"
"Avon",900302060,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",27,"Central Region"
"Avon",900302060,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",26,"Central Region"
"Avon",900302060,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",9,"Central Region"
"Avon",900302060,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",30,"Central Region"
"Avon",900302060,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",25,"Central Region"
"Avon",900302060,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",20,"Central Region"
"Avon",900302060,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",25,"Central Region"
"Avon",900302060,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",23,"Central Region"
"Avon",900302060,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Central Region"
"Avon",900302060,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",29,"Central Region"
"Avon",900302060,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",30,"Central Region"
"Avon",900302060,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",21,"Central Region"
"Avon",900302060,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",31,"Central Region"
"Avon",900302060,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",29,"Central Region"
"Avon",900302060,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",4,"Central Region"
"Avon",900302060,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",29,"Central Region"
"Avon",900302060,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",25,"Central Region"
"Avon",900302060,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",17,"Central Region"
"Avon",900302060,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",36,"Central Region"
"Avon",900302060,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",22,"Central Region"
"Avon",900302060,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Central Region"
"Barkhamsted",900502760,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",3,"Western Region"
"Barkhamsted",900502760,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",3,"Western Region"
"Barkhamsted",900502760,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",2,"Western Region"
"Barkhamsted",900502760,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",3,"Western Region"
"Barkhamsted",900502760,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",3,"Western Region"
"Barkhamsted",900502760,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Barkhamsted",900502760,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",6,"Western Region"
"Barkhamsted",900502760,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",6,"Western Region"
"Barkhamsted",900502760,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",3,"Western Region"
"Barkhamsted",900502760,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",10,"Western Region"
"Barkhamsted",900502760,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",10,"Western Region"
"Barkhamsted",900502760,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",3,"Western Region"
"Barkhamsted",900502760,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",3,"Western Region"
"Barkhamsted",900502760,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Barkhamsted",900502760,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",8,"Western Region"
"Barkhamsted",900502760,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",8,"Western Region"
"Barkhamsted",900502760,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",6,"Western Region"
"Barkhamsted",900502760,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",3,"Western Region"
"Barkhamsted",900502760,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",3,"Western Region"
"Barkhamsted",900502760,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Barkhamsted",900502760,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",4,"Western Region"
"Barkhamsted",900502760,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",4,"Western Region"
"Barkhamsted",900502760,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",8,"Western Region"
"Barkhamsted",900502760,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",8,"Western Region"
"Barkhamsted",900502760,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Barkhamsted",900502760,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",3,"Western Region"
"Barkhamsted",900502760,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",2,"Western Region"
"Barkhamsted",900502760,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",6,"Western Region"
"Barkhamsted",900502760,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",6,"Western Region"
"Barkhamsted",900502760,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Barkhamsted",900502760,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",2,"Western Region"
"Barkhamsted",900502760,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",2,"Western Region"
"Barkhamsted",900502760,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Barkhamsted",900502760,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",6,"Western Region"
"Barkhamsted",900502760,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",6,"Western Region"
"Barkhamsted",900502760,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",4,"Western Region"
"Barkhamsted",900502760,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Barkhamsted",900502760,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",7,"Western Region"
"Barkhamsted",900502760,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",5,"Western Region"
"Barkhamsted",900502760,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",9,"Western Region"
"Barkhamsted",900502760,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",6,"Western Region"
"Barkhamsted",900502760,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Western Region"
"Beacon Falls",900903250,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",9,"Western Region"
"Beacon Falls",900903250,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",8,"Western Region"
"Beacon Falls",900903250,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",3,"Western Region"
"Beacon Falls",900903250,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",6,"Western Region"
"Beacon Falls",900903250,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",6,"Western Region"
"Beacon Falls",900903250,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
