"Town","Year","FIPS","Indicator","Measure Type","Variable","Value","Region","Total Births"
"Bristol",2013,900308490,"Referrals","Number","Birth to Three Indicators",146,"Central Region",626
"Bristol",2013,900308490,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",94.12,"Central Region",626
"Bristol",2013,900308490,"Individual Family Service Plans","Number","Birth to Three Indicators",96,"Central Region",626
"Bristol",2013,900308490,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.99,"Central Region",626
"Bristol",2013,900308490,"Referrals","Percent","Birth to Three Indicators",23.32,"Central Region",626
"Bristol",2013,900308490,"Referred that are Evaluated","Percent","Birth to Three Indicators",94.52,"Central Region",626
"Bristol",2013,900308490,"Total Served","Number","Birth to Three Indicators",94,"Central Region",626
"Bristol",2013,900308490,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",50,"Central Region",626
"Bristol",2013,900308490,"Evaluations","Number","Birth to Three Indicators",138,"Central Region",626
"Bristol",2013,900308490,"Total Eligible","Percent","Birth to Three Indicators",16.29,"Central Region",626
"Bristol",2013,900308490,"Total Served","Percent","Birth to Three Indicators",15.02,"Central Region",626
"Bristol",2013,900308490,"Individual Family Service Plans","Percent","Birth to Three Indicators",15.34,"Central Region",626
"Bristol",2013,900308490,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",49.02,"Central Region",626
"Bristol",2013,900308490,"Evaluations","Percent","Birth to Three Indicators",22.04,"Central Region",626
"Brookfield",2013,900108980,"Total Served","Number","Birth to Three Indicators",19,"Western Region",110
"Brookfield",2013,900108980,"Referrals","Number","Birth to Three Indicators",33,"Western Region",110
"Brookfield",2013,900108980,"Total Eligible","Percent","Birth to Three Indicators",19.09,"Western Region",110
"Brookfield",2013,900108980,"Individual Family Service Plans","Number","Birth to Three Indicators",19,"Western Region",110
"Brookfield",2013,900108980,"Referrals","Percent","Birth to Three Indicators",30,"Western Region",110
"Brookfield",2013,900108980,"Individual Family Service Plans","Percent","Birth to Three Indicators",17.27,"Western Region",110
"Brookfield",2013,900108980,"Total Eligible","Number","Birth to Three Indicators",21,"Western Region",110
"Brookfield",2013,900108980,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",47.62,"Western Region",110
"Brookfield",2013,900108980,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",90.48,"Western Region",110
"Brookfield",2013,900108980,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",10,"Western Region",110
"Brookfield",2013,900108980,"Evaluations","Number","Birth to Three Indicators",31,"Western Region",110
"Brookfield",2013,900108980,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Western Region",110
"Brookfield",2013,900108980,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",9.09,"Western Region",110
"Brookfield",2013,900108980,"Total Served","Percent","Birth to Three Indicators",17.27,"Western Region",110
"Brookfield",2013,900108980,"Evaluated that are Eligible","Percent","Birth to Three Indicators",67.74,"Western Region",110
"Brookfield",2013,900108980,"Referred that are Evaluated","Percent","Birth to Three Indicators",93.94,"Western Region",110
"Brookfield",2013,900108980,"Evaluations","Percent","Birth to Three Indicators",28.18,"Western Region",110
"Brooklyn",2013,901509190,"Evaluations","Percent","Birth to Three Indicators",26.56,"Eastern Region",64
"Brooklyn",2013,901509190,"Individual Family Service Plans","Number","Birth to Three Indicators",12,"Eastern Region",64
"Brooklyn",2013,901509190,"Total Eligible","Percent","Birth to Three Indicators",21.88,"Eastern Region",64
"Brooklyn",2013,901509190,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",85.71,"Eastern Region",64
"Brooklyn",2013,901509190,"Evaluated that are Eligible","Percent","Birth to Three Indicators",82.35,"Eastern Region",64
"Brooklyn",2013,901509190,"Total Eligible","Number","Birth to Three Indicators",14,"Eastern Region",64
"Brooklyn",2013,901509190,"Referrals","Percent","Birth to Three Indicators",28.12,"Eastern Region",64
"Brooklyn",2013,901509190,"Evaluations","Number","Birth to Three Indicators",17,"Eastern Region",64
"Brooklyn",2013,901509190,"Referred that are Evaluated","Percent","Birth to Three Indicators",94.44,"Eastern Region",64
"Brooklyn",2013,901509190,"Total Served","Percent","Birth to Three Indicators",18.75,"Eastern Region",64
"Brooklyn",2013,901509190,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"Eastern Region",64
"Brooklyn",2013,901509190,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Eastern Region",64
"Brooklyn",2013,901509190,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",10.94,"Eastern Region",64
"Brooklyn",2013,901509190,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",7,"Eastern Region",64
"Brooklyn",2013,901509190,"Total Served","Number","Birth to Three Indicators",12,"Eastern Region",64
"Brooklyn",2013,901509190,"Individual Family Service Plans","Percent","Birth to Three Indicators",18.75,"Eastern Region",64
"Brooklyn",2013,901509190,"Referrals","Number","Birth to Three Indicators",18,"Eastern Region",64
"Burlington",2013,900310100,"Total Eligible","Number","Birth to Three Indicators",5,"Central Region",62
"Burlington",2013,900310100,"Referrals","Percent","Birth to Three Indicators",11.29,"Central Region",62
"Burlington",2013,900310100,"Individual Family Service Plans","Number","Birth to Three Indicators",5,"Central Region",62
"Burlington",2013,900310100,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Central Region",62
"Burlington",2013,900310100,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",6.45,"Central Region",62
"Burlington",2013,900310100,"Total Eligible","Percent","Birth to Three Indicators",8.06,"Central Region",62
"Burlington",2013,900310100,"Evaluations","Number","Birth to Three Indicators",7,"Central Region",62
"Burlington",2013,900310100,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",80,"Central Region",62
"Burlington",2013,900310100,"Evaluations","Percent","Birth to Three Indicators",11.29,"Central Region",62
"Burlington",2013,900310100,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",4,"Central Region",62
"Burlington",2013,900310100,"Referrals","Number","Birth to Three Indicators",7,"Central Region",62
"Burlington",2013,900310100,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Central Region",62
"Burlington",2013,900310100,"Evaluated that are Eligible","Percent","Birth to Three Indicators",71.43,"Central Region",62
"Burlington",2013,900310100,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Central Region",62
"Burlington",2013,900310100,"Total Served","Percent","Birth to Three Indicators",8.06,"Central Region",62
"Burlington",2013,900310100,"Individual Family Service Plans","Percent","Birth to Three Indicators",8.06,"Central Region",62
"Burlington",2013,900310100,"Total Served","Number","Birth to Three Indicators",5,"Central Region",62
"Canaan",2013,900510940,"Total Eligible","Percent","Birth to Three Indicators",125,"Western Region",4
"Canaan",2013,900510940,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Western Region",4
"Canaan",2013,900510940,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",80,"Western Region",4
"Canaan",2013,900510940,"Total Served","Number","Birth to Three Indicators",5,"Western Region",4
"Canaan",2013,900510940,"Individual Family Service Plans","Percent","Birth to Three Indicators",125,"Western Region",4
"Canaan",2013,900510940,"Individual Family Service Plans","Number","Birth to Three Indicators",5,"Western Region",4
"Canaan",2013,900510940,"Referrals","Percent","Birth to Three Indicators",125,"Western Region",4
"Canaan",2013,900510940,"Evaluated that are Eligible","Percent","Birth to Three Indicators",100,"Western Region",4
"Canaan",2013,900510940,"Total Served","Percent","Birth to Three Indicators",125,"Western Region",4
"Canaan",2013,900510940,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",4,"Western Region",4
"Canaan",2013,900510940,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",100,"Western Region",4
"Canaan",2013,900510940,"Evaluations","Percent","Birth to Three Indicators",125,"Western Region",4
"Canaan",2013,900510940,"Referrals","Number","Birth to Three Indicators",5,"Western Region",4
"Canaan",2013,900510940,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Western Region",4
"Canaan",2013,900510940,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Western Region",4
"Canaan",2013,900510940,"Total Eligible","Number","Birth to Three Indicators",5,"Western Region",4
"Canaan",2013,900510940,"Evaluations","Number","Birth to Three Indicators",5,"Western Region",4
"Canterbury",2013,901512130,"Total Eligible","Number","Birth to Three Indicators",7,"Eastern Region",44
"Canterbury",2013,901512130,"Total Served","Number","Birth to Three Indicators",5,"Eastern Region",44
"Canterbury",2013,901512130,"Referrals","Percent","Birth to Three Indicators",22.73,"Eastern Region",44
"Canterbury",2013,901512130,"IFSP Receiving Services","Percent","Birth to Three Indicators",83.33,"Eastern Region",44
"Canterbury",2013,901512130,"Individual Family Service Plans","Number","Birth to Three Indicators",6,"Eastern Region",44
"Canterbury",2013,901512130,"Total Served","Percent","Birth to Three Indicators",11.36,"Eastern Region",44
"Canterbury",2013,901512130,"Evaluated that are Eligible","Percent","Birth to Three Indicators",77.78,"Eastern Region",44
"Canterbury",2013,901512130,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",4,"Eastern Region",44
"Canterbury",2013,901512130,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",57.14,"Eastern Region",44
"Canterbury",2013,901512130,"Evaluations","Number","Birth to Three Indicators",9,"Eastern Region",44
"Canterbury",2013,901512130,"Evaluations","Percent","Birth to Three Indicators",20.45,"Eastern Region",44
"Canterbury",2013,901512130,"Individual Family Service Plans","Percent","Birth to Three Indicators",13.64,"Eastern Region",44
"Canterbury",2013,901512130,"Referrals","Number","Birth to Three Indicators",10,"Eastern Region",44
"Canterbury",2013,901512130,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",85.71,"Eastern Region",44
"Canterbury",2013,901512130,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",9.09,"Eastern Region",44
"Canterbury",2013,901512130,"Referred that are Evaluated","Percent","Birth to Three Indicators",90,"Eastern Region",44
"Canterbury",2013,901512130,"Total Eligible","Percent","Birth to Three Indicators",15.91,"Eastern Region",44
"Canton",2013,900312270,"Referrals","Percent","Birth to Three Indicators",20,"Central Region",75
"Canton",2013,900312270,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",87.5,"Central Region",75
"Canton",2013,900312270,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",5,"Central Region",75
"Canton",2013,900312270,"Referrals","Number","Birth to Three Indicators",15,"Central Region",75
"Canton",2013,900312270,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",6.67,"Central Region",75
"Canton",2013,900312270,"Evaluated that are Eligible","Percent","Birth to Three Indicators",57.14,"Central Region",75
"Canton",2013,900312270,"Referred that are Evaluated","Percent","Birth to Three Indicators",93.33,"Central Region",75
"Canton",2013,900312270,"Evaluations","Number","Birth to Three Indicators",14,"Central Region",75
"Canton",2013,900312270,"Total Eligible","Percent","Birth to Three Indicators",10.67,"Central Region",75
"Canton",2013,900312270,"Individual Family Service Plans","Percent","Birth to Three Indicators",9.33,"Central Region",75
"Canton",2013,900312270,"Total Eligible","Number","Birth to Three Indicators",8,"Central Region",75
"Canton",2013,900312270,"Evaluations","Percent","Birth to Three Indicators",18.67,"Central Region",75
"Canton",2013,900312270,"Total Served","Percent","Birth to Three Indicators",9.33,"Central Region",75
"Canton",2013,900312270,"Total Served","Number","Birth to Three Indicators",7,"Central Region",75
"Canton",2013,900312270,"Individual Family Service Plans","Number","Birth to Three Indicators",7,"Central Region",75
"Canton",2013,900312270,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Central Region",75
"Canton",2013,900312270,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",62.5,"Central Region",75
"Chaplin",2013,901513810,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",0,"Eastern Region",18
"Chaplin",2013,901513810,"Referred that are Evaluated","Percent","Birth to Three Indicators",50,"Eastern Region",18
